"Step","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MAX","20260203_144832_traj_reward_fresh_configA - critic/score/mean","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MIN","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MAX","20260203_141744_traj_reward_fresh - critic/score/mean","20260203_141744_traj_reward_fresh - critic/score/mean__MIN","20260203_141744_traj_reward_fresh - critic/score/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MAX","20260201_191332_traj_reward_fresh - critic/score/mean","20260201_191332_traj_reward_fresh - critic/score/mean__MIN","20260201_191332_traj_reward_fresh - critic/score/mean__MAX","20260131_160147_step_reward_fresh_configA - critic/score/mean","20260131_160147_step_reward_fresh_configA - critic/score/mean__MIN","20260131_160147_step_reward_fresh_configA - critic/score/mean__MAX","20260131_160100_step_reward_fresh - critic/score/mean","20260131_160100_step_reward_fresh - critic/score/mean__MIN","20260131_160100_step_reward_fresh - critic/score/mean__MAX","20260131_155522_traj_reward_fresh - critic/score/mean","20260131_155522_traj_reward_fresh - critic/score/mean__MIN","20260131_155522_traj_reward_fresh - critic/score/mean__MAX","20260131_155911_traj_reward_fresh_configA - critic/score/mean","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MIN","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MAX"
"49","0.1171875","0.1171875","0.1171875","0.2265625","0.2265625","0.2265625","0.125","0.125","0.125","0","0","0","0.21875","0.21875","0.21875","0","0","0","0.1484375","0.1484375","0.1484375","0.18110236525535583","0.18110236525535583","0.18110236525535583","0.0078125","0.0078125","0.0078125","0.1796875","0.1796875","0.1796875"
"50","0.125","0.125","0.125","0.28125","0.28125","0.28125","0.2109375","0.2109375","0.2109375","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0.1746031790971756","0.1746031790971756","0.1746031790971756","0.18400000035762787","0.18400000035762787","0.18400000035762787","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"51","0.09375","0.09375","0.09375","0.2109375","0.2109375","0.2109375","0.2734375","0.2734375","0.2734375","0","0","0","0.25","0.25","0.25","0","0","0","0.20000000298023224","0.20000000298023224","0.20000000298023224","0.2222222238779068","0.2222222238779068","0.2222222238779068","0","0","0","0.21875","0.21875","0.21875"
"52","0.140625","0.140625","0.140625","0.3125","0.3125","0.3125","0.2109375","0.2109375","0.2109375","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0.07258064299821854","0.07258064299821854","0.07258064299821854","0","0","0","0.234375","0.234375","0.234375"
"53","0.1796875","0.1796875","0.1796875","0.1484375","0.1484375","0.1484375","0.2421875","0.2421875","0.2421875","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0.190476194024086","0.190476194024086","0.190476194024086","0.1599999964237213","0.1599999964237213","0.1599999964237213","0","0","0","0.15625","0.15625","0.15625"
"54","0.1796875","0.1796875","0.1796875","0.28125","0.28125","0.28125","0.1875","0.1875","0.1875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.15079365670681","0.15079365670681","0.15079365670681","0","0","0","0.1171875","0.1171875","0.1171875"
"55","0.1796875","0.1796875","0.1796875","0.265625","0.265625","0.265625","0.2265625","0.2265625","0.2265625","0","0","0","0.171875","0.171875","0.171875","0","0","0","0.21875","0.21875","0.21875","0.11999999731779099","0.11999999731779099","0.11999999731779099","0.0078125","0.0078125","0.0078125","0.1875","0.1875","0.1875"
"56","0.21875","0.21875","0.21875","0.1875","0.1875","0.1875","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0.109375","0.109375","0.109375","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125"
"57","0.1875","0.1875","0.1875","0.2109375","0.2109375","0.2109375","0.34375","0.34375","0.34375","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0","0","0","0.1587301641702652","0.1587301641702652","0.1587301641702652","0.1269841343164444","0.1269841343164444","0.1269841343164444","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625"
"58","0.1796875","0.1796875","0.1796875","0.203125","0.203125","0.203125","0.2265625","0.2265625","0.2265625","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0.234375","0.234375","0.234375","0.13709677755832672","0.13709677755832672","0.13709677755832672","0.0078125","0.0078125","0.0078125","0.171875","0.171875","0.171875"
"59","0.1484375","0.1484375","0.1484375","0.15625","0.15625","0.15625","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.109375","0.109375","0.109375","0","0","0","0.16935484111309052","0.16935484111309052","0.16935484111309052","0.08264462649822235","0.08264462649822235","0.08264462649822235","0","0","0","0.2421875","0.2421875","0.2421875"
"60","0.1953125","0.1953125","0.1953125","0.234375","0.234375","0.234375","0.203125","0.203125","0.203125","0","0","0","0.3046875","0.3046875","0.3046875","0.0078125","0.0078125","0.0078125","0.15748031437397003","0.15748031437397003","0.15748031437397003","0.1484375","0.1484375","0.1484375","0","0","0","0.1953125","0.1953125","0.1953125"
"61","0.234375","0.234375","0.234375","0.3125","0.3125","0.3125","0.28125","0.28125","0.28125","0.015625","0.015625","0.015625","0.2734375","0.2734375","0.2734375","0","0","0","0.23333333432674408","0.23333333432674408","0.23333333432674408","0.140625","0.140625","0.140625","0","0","0","0.265625","0.265625","0.265625"
"62","0.21875","0.21875","0.21875","0.328125","0.328125","0.328125","0.203125","0.203125","0.203125","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0.19685038924217224","0.19685038924217224","0.19685038924217224","0.15322580933570862","0.15322580933570862","0.15322580933570862","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125"
"63","0.1875","0.1875","0.1875","0.296875","0.296875","0.296875","0.1875","0.1875","0.1875","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0.18400000035762787","0.18400000035762787","0.18400000035762787","0.15199999511241913","0.15199999511241913","0.15199999511241913","0","0","0","0.1484375","0.1484375","0.1484375"
"64","0.21875","0.21875","0.21875","0.234375","0.234375","0.234375","0.203125","0.203125","0.203125","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.109375","0.109375","0.109375","0.21259842813014984","0.21259842813014984","0.21259842813014984","0","0","0","0.1953125","0.1953125","0.1953125"
"65","0.203125","0.203125","0.203125","0.3046875","0.3046875","0.3046875","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375","0","0","0","0.15322580933570862","0.15322580933570862","0.15322580933570862","0.203125","0.203125","0.203125","0","0","0","0.1875","0.1875","0.1875"
"66","0.203125","0.203125","0.203125","0.1328125","0.1328125","0.1328125","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375","0","0","0","0.1328125","0.1328125","0.1328125","0.203125","0.203125","0.203125","0","0","0","0.140625","0.140625","0.140625"
"67","0.1953125","0.1953125","0.1953125","0.2734375","0.2734375","0.2734375","0.265625","0.265625","0.265625","0.015625","0.015625","0.015625","0.1875","0.1875","0.1875","0","0","0","0.14399999380111694","0.14399999380111694","0.14399999380111694","0.14754098653793335","0.14754098653793335","0.14754098653793335","0","0","0","0.203125","0.203125","0.203125"
"68","0.1484375","0.1484375","0.1484375","0.2109375","0.2109375","0.2109375","0.21875","0.21875","0.21875","0.0234375","0.0234375","0.0234375","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0.17073170840740204","0.17073170840740204","0.17073170840740204","0.17322835326194763","0.17322835326194763","0.17322835326194763","0","0","0","0.1875","0.1875","0.1875"
"69","0.21875","0.21875","0.21875","0.2890625","0.2890625","0.2890625","0.1640625","0.1640625","0.1640625","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625","0","0","0","0.10400000214576721","0.10400000214576721","0.10400000214576721","0.203125","0.203125","0.203125","0","0","0","0.2109375","0.2109375","0.2109375"
"70","0.2109375","0.2109375","0.2109375","0.1953125","0.1953125","0.1953125","0.1484375","0.1484375","0.1484375","0.015625","0.015625","0.015625","0.1796875","0.1796875","0.1796875","0.0078125","0.0078125","0.0078125","0.15079365670681","0.15079365670681","0.15079365670681","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"71","0.140625","0.140625","0.140625","0.1953125","0.1953125","0.1953125","0.1796875","0.1796875","0.1796875","0","0","0","0.234375","0.234375","0.234375","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125"
"72","0.2265625","0.2265625","0.2265625","0.2734375","0.2734375","0.2734375","0.28125","0.28125","0.28125","0","0","0","0.234375","0.234375","0.234375","0","0","0","0.0731707289814949","0.0731707289814949","0.0731707289814949","0.19672131538391113","0.19672131538391113","0.19672131538391113","0","0","0","0.1953125","0.1953125","0.1953125"
"73","0.171875","0.171875","0.171875","0.3203125","0.3203125","0.3203125","0.21875","0.21875","0.21875","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0.10483870655298233","0.10483870655298233","0.10483870655298233","0.095238097012043","0.095238097012043","0.095238097012043","0","0","0","0.28125","0.28125","0.28125"
"74","0.1640625","0.1640625","0.1640625","0.2421875","0.2421875","0.2421875","0.2109375","0.2109375","0.2109375","0","0","0","0.234375","0.234375","0.234375","0","0","0","0.0793650820851326","0.0793650820851326","0.0793650820851326","0.1031746044754982","0.1031746044754982","0.1031746044754982","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625"
"75","0.15625","0.15625","0.15625","0.3046875","0.3046875","0.3046875","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.1875","0.1875","0.1875","0","0","0","0.09917355328798294","0.09917355328798294","0.09917355328798294","0.1328125","0.1328125","0.1328125","0","0","0","0.234375","0.234375","0.234375"
"76","0.2109375","0.2109375","0.2109375","0.203125","0.203125","0.203125","0.265625","0.265625","0.265625","0","0","0","0.2890625","0.2890625","0.2890625","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0.1015625","0.1015625","0.1015625","0","0","0","0.1875","0.1875","0.1875"
"77","0.2734375","0.2734375","0.2734375","0.2265625","0.2265625","0.2265625","0.21875","0.21875","0.21875","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0.03125","0.03125","0.03125","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.1875","0.1875","0.1875"
"78","0.1640625","0.1640625","0.1640625","0.28125","0.28125","0.28125","0.21875","0.21875","0.21875","0","0","0","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0","0","0","0.18897637724876404","0.18897637724876404","0.18897637724876404","0.0078125","0.0078125","0.0078125","0.1640625","0.1640625","0.1640625"
"79","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.1796875","0.1796875","0.1796875","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.12903225421905518","0.12903225421905518","0.12903225421905518","0","0","0","0.1796875","0.1796875","0.1796875"
"80","0.1328125","0.1328125","0.1328125","0.21875","0.21875","0.21875","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"81","0.171875","0.171875","0.171875","0.1484375","0.1484375","0.1484375","0.203125","0.203125","0.203125","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.2109375","0.2109375","0.2109375"
"82","0.21875","0.21875","0.21875","0.3046875","0.3046875","0.3046875","0.203125","0.203125","0.203125","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.0859375","0.0859375","0.0859375","0","0","0","0.2421875","0.2421875","0.2421875"
"83","0.2421875","0.2421875","0.2421875","0.296875","0.296875","0.296875","0.1640625","0.1640625","0.1640625","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.2109375","0.2109375","0.2109375"
"84","0.140625","0.140625","0.140625","0.1953125","0.1953125","0.1953125","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"85","0.171875","0.171875","0.171875","0.234375","0.234375","0.234375","0.1953125","0.1953125","0.1953125","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0","0","0","0.265625","0.265625","0.265625"
"86","0.1953125","0.1953125","0.1953125","0.3359375","0.3359375","0.3359375","0.265625","0.265625","0.265625","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0.0078125","0.0078125","0.0078125","0.328125","0.328125","0.328125"
"87","0.203125","0.203125","0.203125","0.1796875","0.1796875","0.1796875","0.1875","0.1875","0.1875","0","0","0","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.1031746044754982","0.1031746044754982","0.1031746044754982","0.0078125","0.0078125","0.0078125","0.1484375","0.1484375","0.1484375"
"88","0.109375","0.109375","0.109375","0.265625","0.265625","0.265625","0.2890625","0.2890625","0.2890625","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.08799999952316284","0.08799999952316284","0.08799999952316284","0","0","0","0.2734375","0.2734375","0.2734375"
"89","0.2109375","0.2109375","0.2109375","0.234375","0.234375","0.234375","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0","0","0","0.15322580933570862","0.15322580933570862","0.15322580933570862","0.015625","0.015625","0.015625","0.2109375","0.2109375","0.2109375"
"90","0.2265625","0.2265625","0.2265625","0.2421875","0.2421875","0.2421875","0.15625","0.15625","0.15625","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.3046875","0.3046875","0.3046875"
"91","0.21875","0.21875","0.21875","0.15625","0.15625","0.15625","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.17322835326194763","0.17322835326194763","0.17322835326194763","0.03125","0.03125","0.03125","0.2890625","0.2890625","0.2890625"
"92","0.1953125","0.1953125","0.1953125","0.1953125","0.1953125","0.1953125","0.203125","0.203125","0.203125","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.0703125","0.0703125","0.0703125","0","0","0","0.2421875","0.2421875","0.2421875"
"93","0.2578125","0.2578125","0.2578125","0.1796875","0.1796875","0.1796875","0.1796875","0.1796875","0.1796875","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.21875","0.21875","0.21875"
"94","0.234375","0.234375","0.234375","0.28125","0.28125","0.28125","0.1796875","0.1796875","0.1796875","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0","0","0","0.2734375","0.2734375","0.2734375"
"95","0.1953125","0.1953125","0.1953125","0.265625","0.265625","0.265625","0.265625","0.265625","0.265625","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.10483870655298233","0.10483870655298233","0.10483870655298233","0","0","0","0.203125","0.203125","0.203125"
"96","0.2890625","0.2890625","0.2890625","0.203125","0.203125","0.203125","0.1875","0.1875","0.1875","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.20472441613674164","0.20472441613674164","0.20472441613674164","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125"
"97","0.28125","0.28125","0.28125","0.2734375","0.2734375","0.2734375","0.2578125","0.2578125","0.2578125","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.15748031437397003","0.15748031437397003","0.15748031437397003","0.015625","0.015625","0.015625","0.1875","0.1875","0.1875"
"98","0.34375","0.34375","0.34375","0.265625","0.265625","0.265625","0.2265625","0.2265625","0.2265625","0","0","0","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.14399999380111694","0.14399999380111694","0.14399999380111694","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"99","0.1875","0.1875","0.1875","0.265625","0.265625","0.265625","0.1953125","0.1953125","0.1953125","0.015625","0.015625","0.015625","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125"
"100","0.1875","0.1875","0.1875","0.3359375","0.3359375","0.3359375","0.1875","0.1875","0.1875","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.1953125","0.1953125","0.1953125"
"101","0.265625","0.265625","0.265625","0.21875","0.21875","0.21875","0.25","0.25","0.25","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.28125","0.28125","0.28125"
"102","0.125","0.125","0.125","0.171875","0.171875","0.171875","0.15625","0.15625","0.15625","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.13114753365516663","0.13114753365516663","0.13114753365516663","0","0","0","0.234375","0.234375","0.234375"
"103","0.1484375","0.1484375","0.1484375","0.2109375","0.2109375","0.2109375","0.1640625","0.1640625","0.1640625","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.13008129596710205","0.13008129596710205","0.13008129596710205","0","0","0","0.15625","0.15625","0.15625"
"104","0.21875","0.21875","0.21875","0.0546875","0.0546875","0.0546875","0.21875","0.21875","0.21875","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.16935484111309052","0.16935484111309052","0.16935484111309052","0.0078125","0.0078125","0.0078125","0.1875","0.1875","0.1875"
"105","0.1640625","0.1640625","0.1640625","0.2578125","0.2578125","0.2578125","0.2265625","0.2265625","0.2265625","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.06451612710952759","0.06451612710952759","0.06451612710952759","0","0","0","0.1875","0.1875","0.1875"
"106","0.2265625","0.2265625","0.2265625","0.15625","0.15625","0.15625","0.1953125","0.1953125","0.1953125","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.25","0.25","0.25"
"107","0.21875","0.21875","0.21875","0.2578125","0.2578125","0.2578125","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.11023622006177902","0.11023622006177902","0.11023622006177902","0","0","0","0.15625","0.15625","0.15625"
"108","0.265625","0.265625","0.265625","0.140625","0.140625","0.140625","0.2578125","0.2578125","0.2578125","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.375","0.375","0.375"
"109","0.2109375","0.2109375","0.2109375","0.28125","0.28125","0.28125","0.28125","0.28125","0.28125","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125"
"110","0.21875","0.21875","0.21875","0.265625","0.265625","0.265625","0.203125","0.203125","0.203125","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.09677419066429138","0.09677419066429138","0.09677419066429138","0","0","0","0.15625","0.15625","0.15625"
"111","0.1640625","0.1640625","0.1640625","0.15625","0.15625","0.15625","0.1484375","0.1484375","0.1484375","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.1953125","0.1953125","0.1953125"
"112","0.203125","0.203125","0.203125","0.234375","0.234375","0.234375","0.25","0.25","0.25","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0.015625","0.015625","0.015625","0.3515625","0.3515625","0.3515625"
"113","0.1875","0.1875","0.1875","0.3046875","0.3046875","0.3046875","0.1640625","0.1640625","0.1640625","0.0078125","0.0078125","0.0078125","0.296875","0.296875","0.296875","0","0","0","0","0","0","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875"
"114","0.2421875","0.2421875","0.2421875","0.25","0.25","0.25","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0","0","0","0.1875","0.1875","0.1875"
"115","0.203125","0.203125","0.203125","0.2421875","0.2421875","0.2421875","0.265625","0.265625","0.265625","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.0625","0.0625","0.0625","0","0","0","0.234375","0.234375","0.234375"
"116","0.1328125","0.1328125","0.1328125","0.28125","0.28125","0.28125","0.109375","0.109375","0.109375","0.0078125","0.0078125","0.0078125","0.328125","0.328125","0.328125","0.015625","0.015625","0.015625","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.078125","0.078125","0.078125"
"117","0.265625","0.265625","0.265625","0.21875","0.21875","0.21875","0.296875","0.296875","0.296875","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.078125","0.078125","0.078125","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"118","0.25","0.25","0.25","0.21875","0.21875","0.21875","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.2890625","0.2890625","0.2890625"
"119","0.3046875","0.3046875","0.3046875","0.2421875","0.2421875","0.2421875","0.296875","0.296875","0.296875","0","0","0","0.234375","0.234375","0.234375","0.015625","0.015625","0.015625","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.15625","0.15625","0.15625"
"120","0.2421875","0.2421875","0.2421875","0.25","0.25","0.25","0.1796875","0.1796875","0.1796875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"121","0.234375","0.234375","0.234375","0.1953125","0.1953125","0.1953125","0.2890625","0.2890625","0.2890625","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.17599999904632568","0.17599999904632568","0.17599999904632568","0","0","0","0.21875","0.21875","0.21875"
"122","0.2421875","0.2421875","0.2421875","0.21875","0.21875","0.21875","0.2265625","0.2265625","0.2265625","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.20967741310596466","0.20967741310596466","0.20967741310596466","0","0","0","0.234375","0.234375","0.234375"
"123","0.2421875","0.2421875","0.2421875","0.21875","0.21875","0.21875","0.28125","0.28125","0.28125","0","0","0","0.2890625","0.2890625","0.2890625","0","0","0","0","0","0","0.10483870655298233","0.10483870655298233","0.10483870655298233","0","0","0","0.21875","0.21875","0.21875"
"124","0.1640625","0.1640625","0.1640625","0.2421875","0.2421875","0.2421875","0.1953125","0.1953125","0.1953125","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.234375","0.234375","0.234375"
"125","0.265625","0.265625","0.265625","0.171875","0.171875","0.171875","0.203125","0.203125","0.203125","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.265625","0.265625","0.265625"
"126","0.21875","0.21875","0.21875","0.2578125","0.2578125","0.2578125","0.2109375","0.2109375","0.2109375","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"127","0.2421875","0.2421875","0.2421875","0.2265625","0.2265625","0.2265625","0.1640625","0.1640625","0.1640625","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.19200000166893005","0.19200000166893005","0.19200000166893005","0","0","0","0.2734375","0.2734375","0.2734375"
"128","0.125","0.125","0.125","0.296875","0.296875","0.296875","0.1640625","0.1640625","0.1640625","0","0","0","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0","0","0","0.190476194024086","0.190476194024086","0.190476194024086","0","0","0","0.2421875","0.2421875","0.2421875"
"129","0.25","0.25","0.25","0.1953125","0.1953125","0.1953125","0.28125","0.28125","0.28125","0.015625","0.015625","0.015625","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.0625","0.0625","0.0625","0","0","0","0.1640625","0.1640625","0.1640625"
"130","0.2109375","0.2109375","0.2109375","0.21875","0.21875","0.21875","0.171875","0.171875","0.171875","0","0","0","0.2265625","0.2265625","0.2265625","0.015625","0.015625","0.015625","0","0","0","0.24409449100494385","0.24409449100494385","0.24409449100494385","0","0","0","0.21875","0.21875","0.21875"
"131","0.15625","0.15625","0.15625","0.25","0.25","0.25","0.234375","0.234375","0.234375","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.17322835326194763","0.17322835326194763","0.17322835326194763","0","0","0","0.3359375","0.3359375","0.3359375"
"132","0.15625","0.15625","0.15625","0.2578125","0.2578125","0.2578125","0.2109375","0.2109375","0.2109375","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.21875","0.21875","0.21875"
"133","0.2421875","0.2421875","0.2421875","0.15625","0.15625","0.15625","0.21875","0.21875","0.21875","0","0","0","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0.015625","0.015625","0.015625","0.2734375","0.2734375","0.2734375"
"134","0.140625","0.140625","0.140625","0.234375","0.234375","0.234375","0.3203125","0.3203125","0.3203125","0","0","0","0.296875","0.296875","0.296875","0","0","0","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.2265625","0.2265625","0.2265625"
"135","0.2265625","0.2265625","0.2265625","0.2109375","0.2109375","0.2109375","0.1796875","0.1796875","0.1796875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.1953125","0.1953125","0.1953125"
"136","0.1796875","0.1796875","0.1796875","0.234375","0.234375","0.234375","0.2265625","0.2265625","0.2265625","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.2421875","0.2421875","0.2421875"
