"Step","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MAX","20260203_144832_traj_reward_fresh_configA - critic/score/mean","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MIN","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MAX","20260203_141744_traj_reward_fresh - critic/score/mean","20260203_141744_traj_reward_fresh - critic/score/mean__MIN","20260203_141744_traj_reward_fresh - critic/score/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MAX","20260201_191332_traj_reward_fresh - critic/score/mean","20260201_191332_traj_reward_fresh - critic/score/mean__MIN","20260201_191332_traj_reward_fresh - critic/score/mean__MAX","20260131_160147_step_reward_fresh_configA - critic/score/mean","20260131_160147_step_reward_fresh_configA - critic/score/mean__MIN","20260131_160147_step_reward_fresh_configA - critic/score/mean__MAX","20260131_160100_step_reward_fresh - critic/score/mean","20260131_160100_step_reward_fresh - critic/score/mean__MIN","20260131_160100_step_reward_fresh - critic/score/mean__MAX","20260131_155522_traj_reward_fresh - critic/score/mean","20260131_155522_traj_reward_fresh - critic/score/mean__MIN","20260131_155522_traj_reward_fresh - critic/score/mean__MAX","20260131_155911_traj_reward_fresh_configA - critic/score/mean","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MIN","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MAX"
"137","0.125","0.125","0.125","0.2265625","0.2265625","0.2265625","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.08661417663097382","0.08661417663097382","0.08661417663097382","0","0","0","0.2421875","0.2421875","0.2421875"
"138","0.2109375","0.2109375","0.2109375","0.25","0.25","0.25","0.3125","0.3125","0.3125","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0","0","0","0.12903225421905518","0.12903225421905518","0.12903225421905518","0","0","0","0.203125","0.203125","0.203125"
"139","0.171875","0.171875","0.171875","0.1875","0.1875","0.1875","0.1484375","0.1484375","0.1484375","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0.015625","0.015625","0.015625","0.2578125","0.2578125","0.2578125"
"140","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0.265625","0.265625","0.265625","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.15079365670681","0.15079365670681","0.15079365670681","0.015625","0.015625","0.015625","0.203125","0.203125","0.203125"
"141","0.2578125","0.2578125","0.2578125","0.2109375","0.2109375","0.2109375","0.234375","0.234375","0.234375","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.10400000214576721","0.10400000214576721","0.10400000214576721","0","0","0","0.203125","0.203125","0.203125"
"142","0.2578125","0.2578125","0.2578125","0.2578125","0.2578125","0.2578125","0.15625","0.15625","0.15625","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.1349206417798996","0.1349206417798996","0.1349206417798996","0","0","0","0.3046875","0.3046875","0.3046875"
"143","0.21875","0.21875","0.21875","0.25","0.25","0.25","0.28125","0.28125","0.28125","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.17599999904632568","0.17599999904632568","0.17599999904632568","0.0078125","0.0078125","0.0078125","0.1875","0.1875","0.1875"
"144","0.1953125","0.1953125","0.1953125","0.265625","0.265625","0.265625","0.1796875","0.1796875","0.1796875","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.15748031437397003","0.15748031437397003","0.15748031437397003","0","0","0","0.1953125","0.1953125","0.1953125"
"145","0.203125","0.203125","0.203125","0.1953125","0.1953125","0.1953125","0.2890625","0.2890625","0.2890625","0.0078125","0.0078125","0.0078125","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.1484375","0.1484375","0.1484375"
"146","0.2734375","0.2734375","0.2734375","0.2421875","0.2421875","0.2421875","0.2734375","0.2734375","0.2734375","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.11023622006177902","0.11023622006177902","0.11023622006177902","0","0","0","0.2421875","0.2421875","0.2421875"
"147","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.3046875","0.3046875","0.3046875","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0.2421875","0.2421875","0.2421875"
"148","0.25","0.25","0.25","0.328125","0.328125","0.328125","0.1953125","0.1953125","0.1953125","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.09677419066429138","0.09677419066429138","0.09677419066429138","0","0","0","0.3125","0.3125","0.3125"
"149","0.2578125","0.2578125","0.2578125","0.2578125","0.2578125","0.2578125","0.21875","0.21875","0.21875","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.25","0.25","0.25"
"150","0.171875","0.171875","0.171875","0.2578125","0.2578125","0.2578125","0.171875","0.171875","0.171875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.15199999511241913","0.15199999511241913","0.15199999511241913","0","0","0","0.2109375","0.2109375","0.2109375"
"151","0.28125","0.28125","0.28125","0.1640625","0.1640625","0.1640625","0.234375","0.234375","0.234375","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0","0","0","0.15199999511241913","0.15199999511241913","0.15199999511241913","0","0","0","0.25","0.25","0.25"
"152","0.28125","0.28125","0.28125","0.265625","0.265625","0.265625","0.234375","0.234375","0.234375","0","0","0","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0","0","0","0.1120000034570694","0.1120000034570694","0.1120000034570694","0","0","0","0.1953125","0.1953125","0.1953125"
"153","0.203125","0.203125","0.203125","0.171875","0.171875","0.171875","0.1796875","0.1796875","0.1796875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.2109375","0.2109375","0.2109375"
"154","0.3203125","0.3203125","0.3203125","0.15625","0.15625","0.15625","0.296875","0.296875","0.296875","0","0","0","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0","0","0","0.09375","0.09375","0.09375","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125"
"155","0.140625","0.140625","0.140625","0.2421875","0.2421875","0.2421875","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.2109375","0.2109375","0.2109375"
"156","0.2578125","0.2578125","0.2578125","0.2421875","0.2421875","0.2421875","0.21875","0.21875","0.21875","0","0","0","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0","0","0","0.18897637724876404","0.18897637724876404","0.18897637724876404","0","0","0","0.2890625","0.2890625","0.2890625"
"157","0.3046875","0.3046875","0.3046875","0.2890625","0.2890625","0.2890625","0.265625","0.265625","0.265625","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.18400000035762787","0.18400000035762787","0.18400000035762787","0","0","0","0.28125","0.28125","0.28125"
"158","0.2578125","0.2578125","0.2578125","0.296875","0.296875","0.296875","0.234375","0.234375","0.234375","0","0","0","0.1953125","0.1953125","0.1953125","0.015625","0.015625","0.015625","0","0","0","0.13600000739097595","0.13600000739097595","0.13600000739097595","0","0","0","0.2421875","0.2421875","0.2421875"
"159","0.2734375","0.2734375","0.2734375","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0.296875","0.296875","0.296875","0.015625","0.015625","0.015625","0","0","0","0.15079365670681","0.15079365670681","0.15079365670681","0","0","0","0.2109375","0.2109375","0.2109375"
"160","0.2578125","0.2578125","0.2578125","0.1640625","0.1640625","0.1640625","0.1875","0.1875","0.1875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.25","0.25","0.25"
"161","0.203125","0.203125","0.203125","0.25","0.25","0.25","0.25","0.25","0.25","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.171875","0.171875","0.171875","0","0","0","0.28125","0.28125","0.28125"
"162","0.2109375","0.2109375","0.2109375","0.25","0.25","0.25","0.328125","0.328125","0.328125","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0","0","0","0.1875","0.1875","0.1875"
"163","0.15625","0.15625","0.15625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0.2265625","0","0","0","0.25","0.25","0.25","0","0","0","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"164","0.2578125","0.2578125","0.2578125","0.1953125","0.1953125","0.1953125","0.2734375","0.2734375","0.2734375","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.265625","0.265625","0.265625"
"165","0.2265625","0.2265625","0.2265625","0.3125","0.3125","0.3125","0.296875","0.296875","0.296875","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.15625","0.15625","0.15625"
"166","0.203125","0.203125","0.203125","0.3515625","0.3515625","0.3515625","0.328125","0.328125","0.328125","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.078125","0.078125","0.078125","0","0","0","0.21875","0.21875","0.21875"
"167","0.3125","0.3125","0.3125","0.1953125","0.1953125","0.1953125","0.3046875","0.3046875","0.3046875","0.015625","0.015625","0.015625","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.125","0.125","0.125","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"168","0.2734375","0.2734375","0.2734375","0.2578125","0.2578125","0.2578125","0.2734375","0.2734375","0.2734375","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.0078125","0.0078125","0.0078125","0.296875","0.296875","0.296875"
"169","0.234375","0.234375","0.234375","0.2578125","0.2578125","0.2578125","0.2421875","0.2421875","0.2421875","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.2421875","0.2421875","0.2421875"
"170","0.1640625","0.1640625","0.1640625","0.265625","0.265625","0.265625","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.3046875","0.3046875","0.3046875","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"171","0.21875","0.21875","0.21875","0.3046875","0.3046875","0.3046875","0.2421875","0.2421875","0.2421875","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.28125","0.28125","0.28125"
"172","0.265625","0.265625","0.265625","0.3203125","0.3203125","0.3203125","0.21875","0.21875","0.21875","0","0","0","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.2734375","0.2734375","0.2734375"
"173","0.1953125","0.1953125","0.1953125","0.328125","0.328125","0.328125","0.171875","0.171875","0.171875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.13821138441562653","0.13821138441562653","0.13821138441562653","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375"
"174","0.2734375","0.2734375","0.2734375","0.265625","0.265625","0.265625","0.2265625","0.2265625","0.2265625","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0","0","0","0.26829269528388977","0.26829269528388977","0.26829269528388977","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625"
"175","0.25","0.25","0.25","0.203125","0.203125","0.203125","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.12800000607967377","0.12800000607967377","0.12800000607967377","0","0","0","0.3203125","0.3203125","0.3203125"
"176","0.234375","0.234375","0.234375","0.2578125","0.2578125","0.2578125","0.1640625","0.1640625","0.1640625","0","0","0","0.2890625","0.2890625","0.2890625","0","0","0","0","0","0","0.1587301641702652","0.1587301641702652","0.1587301641702652","0","0","0","0.2890625","0.2890625","0.2890625"
"177","0.2109375","0.2109375","0.2109375","0.2734375","0.2734375","0.2734375","0.1875","0.1875","0.1875","0","0","0","0.3046875","0.3046875","0.3046875","0.0078125","0.0078125","0.0078125","0","0","0","0.17886178195476532","0.17886178195476532","0.17886178195476532","0","0","0","0.1796875","0.1796875","0.1796875"
"178","0.2578125","0.2578125","0.2578125","0.234375","0.234375","0.234375","0.21875","0.21875","0.21875","0","0","0","0.3046875","0.3046875","0.3046875","0","0","0","0","0","0","0.1111111119389534","0.1111111119389534","0.1111111119389534","0.0078125","0.0078125","0.0078125","0.328125","0.328125","0.328125"
"179","0.3046875","0.3046875","0.3046875","0.3203125","0.3203125","0.3203125","0.1953125","0.1953125","0.1953125","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0.015625","0.015625","0.015625","0","0","0","0.125","0.125","0.125","0","0","0","0.2421875","0.2421875","0.2421875"
"180","0.2734375","0.2734375","0.2734375","0.2265625","0.2265625","0.2265625","0.1875","0.1875","0.1875","0","0","0","0.328125","0.328125","0.328125","0","0","0","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625"
"181","0.2109375","0.2109375","0.2109375","0.2890625","0.2890625","0.2890625","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.16535432636737823","0.16535432636737823","0.16535432636737823","0","0","0","0.2265625","0.2265625","0.2265625"
"182","0.21875","0.21875","0.21875","0.2734375","0.2734375","0.2734375","0.171875","0.171875","0.171875","0","0","0","0.1796875","0.1796875","0.1796875","0","0","0","0","0","0","0.20472441613674164","0.20472441613674164","0.20472441613674164","0.015625","0.015625","0.015625","0.296875","0.296875","0.296875"
"183","0.34375","0.34375","0.34375","0.2421875","0.2421875","0.2421875","0.234375","0.234375","0.234375","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.16535432636737823","0.16535432636737823","0.16535432636737823","0","0","0","0.2421875","0.2421875","0.2421875"
"184","0.234375","0.234375","0.234375","0.1640625","0.1640625","0.1640625","0.4140625","0.4140625","0.4140625","0","0","0","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.22047244012355804","0.22047244012355804","0.22047244012355804","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625"
"185","0.2890625","0.2890625","0.2890625","0.2421875","0.2421875","0.2421875","0.171875","0.171875","0.171875","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0","0","0","0.2734375","0.2734375","0.2734375"
"186","0.1796875","0.1796875","0.1796875","0.3359375","0.3359375","0.3359375","0.203125","0.203125","0.203125","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.1796875","0.1796875","0.1796875"
"187","0.3671875","0.3671875","0.3671875","0.2890625","0.2890625","0.2890625","0.3203125","0.3203125","0.3203125","0","0","0","0.2109375","0.2109375","0.2109375","0","0","0","0","0","0","0.07999999821186066","0.07999999821186066","0.07999999821186066","0","0","0","0.25","0.25","0.25"
"188","0.1796875","0.1796875","0.1796875","0.2265625","0.2265625","0.2265625","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"189","0.1328125","0.1328125","0.1328125","0.265625","0.265625","0.265625","0.25","0.25","0.25","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.1587301641702652","0.1587301641702652","0.1587301641702652","0","0","0","0.296875","0.296875","0.296875"
"190","0.2890625","0.2890625","0.2890625","0.265625","0.265625","0.265625","0.21875","0.21875","0.21875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"191","0.265625","0.265625","0.265625","0.2109375","0.2109375","0.2109375","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0.34375","0.34375","0.34375","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0","0","0","0.265625","0.265625","0.265625"
"192","0.2890625","0.2890625","0.2890625","0.25","0.25","0.25","0.2890625","0.2890625","0.2890625","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.2578125","0.2578125","0.2578125"
"193","0.1953125","0.1953125","0.1953125","0.15625","0.15625","0.15625","0.1875","0.1875","0.1875","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.11023622006177902","0.11023622006177902","0.11023622006177902","0","0","0","0.21875","0.21875","0.21875"
"194","0.3359375","0.3359375","0.3359375","0.265625","0.265625","0.265625","0.234375","0.234375","0.234375","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.15447154641151428","0.15447154641151428","0.15447154641151428","0","0","0","0.1796875","0.1796875","0.1796875"
"195","0.2734375","0.2734375","0.2734375","0.1875","0.1875","0.1875","0.1328125","0.1328125","0.1328125","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0.0078125","0.0078125","0.0078125","0.1796875","0.1796875","0.1796875"
"196","0.1875","0.1875","0.1875","0.25","0.25","0.25","0.1875","0.1875","0.1875","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0","0","0","0.171875","0.171875","0.171875"
"197","0.2265625","0.2265625","0.2265625","0.28125","0.28125","0.28125","0.1953125","0.1953125","0.1953125","0","0","0","0.203125","0.203125","0.203125","0.015625","0.015625","0.015625","0","0","0","0.12800000607967377","0.12800000607967377","0.12800000607967377","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875"
"198","0.328125","0.328125","0.328125","0.25","0.25","0.25","0.1328125","0.1328125","0.1328125","0","0","0","0.34375","0.34375","0.34375","0","0","0","0","0","0","0.11290322244167328","0.11290322244167328","0.11290322244167328","0","0","0","0.2421875","0.2421875","0.2421875"
"199","0.296875","0.296875","0.296875","0.2578125","0.2578125","0.2578125","0.1953125","0.1953125","0.1953125","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.19200000166893005","0.19200000166893005","0.19200000166893005","0","0","0","0.265625","0.265625","0.265625"
"200","0.375","0.375","0.375","0.2421875","0.2421875","0.2421875","0.171875","0.171875","0.171875","0","0","0","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0","0","0","0.14960630238056183","0.14960630238056183","0.14960630238056183","0","0","0","0.2578125","0.2578125","0.2578125"
"201","0.2421875","0.2421875","0.2421875","0.296875","0.296875","0.296875","0.203125","0.203125","0.203125","0","0","0","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.265625","0.265625","0.265625"
"202","0.2421875","0.2421875","0.2421875","0.25","0.25","0.25","0.2421875","0.2421875","0.2421875","0","0","0","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.19200000166893005","0.19200000166893005","0.19200000166893005","0","0","0","0.1953125","0.1953125","0.1953125"
"203","0.2890625","0.2890625","0.2890625","0.2109375","0.2109375","0.2109375","0.21875","0.21875","0.21875","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.07086614519357681","0.07086614519357681","0.07086614519357681","0","0","0","0.3359375","0.3359375","0.3359375"
"204","0.2421875","0.2421875","0.2421875","0.265625","0.265625","0.265625","0.1953125","0.1953125","0.1953125","0","0","0","0.1875","0.1875","0.1875","0","0","0","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.0078125","0.0078125","0.0078125","0.1953125","0.1953125","0.1953125"
"205","0.2109375","0.2109375","0.2109375","0.1875","0.1875","0.1875","0.21875","0.21875","0.21875","0","0","0","0.3125","0.3125","0.3125","0","0","0","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.2578125","0.2578125","0.2578125"
"206","0.3125","0.3125","0.3125","0.234375","0.234375","0.234375","0.28125","0.28125","0.28125","0","0","0","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0","0","0","0.14399999380111694","0.14399999380111694","0.14399999380111694","0","0","0","0.15625","0.15625","0.15625"
"207","0.265625","0.265625","0.265625","0.15625","0.15625","0.15625","0.3125","0.3125","0.3125","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.1269841343164444","0.1269841343164444","0.1269841343164444","0","0","0","0.09375","0.09375","0.09375"
"208","0.21875","0.21875","0.21875","0.1796875","0.1796875","0.1796875","0.3203125","0.3203125","0.3203125","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.0859375","0.0859375","0.0859375","0","0","0","0.203125","0.203125","0.203125"
"209","0.25","0.25","0.25","0.203125","0.203125","0.203125","0.328125","0.328125","0.328125","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.09448818862438202","0.09448818862438202","0.09448818862438202","0.0078125","0.0078125","0.0078125","0.4140625","0.4140625","0.4140625"
"210","0.2421875","0.2421875","0.2421875","0.2890625","0.2890625","0.2890625","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0.1640625","0.1640625","0.1640625","0.0078125","0.0078125","0.0078125","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0","0","0","0.140625","0.140625","0.140625"
"211","0.2890625","0.2890625","0.2890625","0.171875","0.171875","0.171875","0.25","0.25","0.25","0.015625","0.015625","0.015625","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0","0","0","0.18110236525535583","0.18110236525535583","0.18110236525535583","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"212","0.28125","0.28125","0.28125","0.15625","0.15625","0.15625","0.3125","0.3125","0.3125","0","0","0","0.2578125","0.2578125","0.2578125","0","0","0","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0","0","0","0.234375","0.234375","0.234375"
"213","0.28125","0.28125","0.28125","0.2265625","0.2265625","0.2265625","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0.3359375","0.3359375","0.3359375","0","0","0","0","0","0","0.14516128599643707","0.14516128599643707","0.14516128599643707","0","0","0","0.265625","0.265625","0.265625"
"214","0.171875","0.171875","0.171875","0.2734375","0.2734375","0.2734375","0.34375","0.34375","0.34375","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.171875","0.171875","0.171875","0","0","0","0.28125","0.28125","0.28125"
"215","0.3125","0.3125","0.3125","0.1953125","0.1953125","0.1953125","0.2265625","0.2265625","0.2265625","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.16129031777381897","0.16129031777381897","0.16129031777381897","0","0","0","0.28125","0.28125","0.28125"
"216","0.2734375","0.2734375","0.2734375","0.21875","0.21875","0.21875","0.2890625","0.2890625","0.2890625","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0","0","0","0.2265625","0.2265625","0.2265625"
"217","0.2421875","0.2421875","0.2421875","0.28125","0.28125","0.28125","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.046875","0.046875","0.046875","0","0","0","0.2734375","0.2734375","0.2734375"
"218","0.2421875","0.2421875","0.2421875","0.1640625","0.1640625","0.1640625","0.2421875","0.2421875","0.2421875","0","0","0","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.2421875","0.2421875","0.2421875"
"219","0.234375","0.234375","0.234375","0.296875","0.296875","0.296875","0.2734375","0.2734375","0.2734375","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.1746031790971756","0.1746031790971756","0.1746031790971756","0","0","0","0.140625","0.140625","0.140625"
"220","0.2890625","0.2890625","0.2890625","0.3125","0.3125","0.3125","0.265625","0.265625","0.265625","0","0","0","0.2890625","0.2890625","0.2890625","0.0078125","0.0078125","0.0078125","0","0","0","0.190476194024086","0.190476194024086","0.190476194024086","0","0","0","0.28125","0.28125","0.28125"
"221","0.2578125","0.2578125","0.2578125","0.28125","0.28125","0.28125","0.21875","0.21875","0.21875","0","0","0","0.1484375","0.1484375","0.1484375","0.03125","0.03125","0.03125","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.3046875","0.3046875","0.3046875"
"222","0.21875","0.21875","0.21875","0.2421875","0.2421875","0.2421875","0.2734375","0.2734375","0.2734375","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.18897637724876404","0.18897637724876404","0.18897637724876404","0","0","0","0.265625","0.265625","0.265625"
"223","0.1953125","0.1953125","0.1953125","0.3203125","0.3203125","0.3203125","0.21875","0.21875","0.21875","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.1171875","0.1171875","0.1171875","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375"
"224","0.265625","0.265625","0.265625","0.1796875","0.1796875","0.1796875","0.3671875","0.3671875","0.3671875","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.2142857164144516","0.2142857164144516","0.2142857164144516","0","0","0","0.2109375","0.2109375","0.2109375"
"225","0.328125","0.328125","0.328125","0.234375","0.234375","0.234375","0.1640625","0.1640625","0.1640625","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625","0.03125","0.03125","0.03125","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.2421875","0.2421875","0.2421875"
"226","0.15625","0.15625","0.15625","0.2578125","0.2578125","0.2578125","0.2734375","0.2734375","0.2734375","0","0","0","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.1428571492433548","0.1428571492433548","0.1428571492433548","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125"
"227","0.296875","0.296875","0.296875","0.328125","0.328125","0.328125","0.28125","0.28125","0.28125","0","0","0","0.2734375","0.2734375","0.2734375","0.015625","0.015625","0.015625","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.265625","0.265625","0.265625"
