"Step","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_mean","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_mean","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_mean__MAX","20260203_144832_traj_reward_fresh_configA - actor/ratio_mean","20260203_144832_traj_reward_fresh_configA - actor/ratio_mean__MIN","20260203_144832_traj_reward_fresh_configA - actor/ratio_mean__MAX","20260203_141744_traj_reward_fresh - actor/ratio_mean","20260203_141744_traj_reward_fresh - actor/ratio_mean__MIN","20260203_141744_traj_reward_fresh - actor/ratio_mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_mean","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_mean__MAX","20260201_191332_traj_reward_fresh - actor/ratio_mean","20260201_191332_traj_reward_fresh - actor/ratio_mean__MIN","20260201_191332_traj_reward_fresh - actor/ratio_mean__MAX","20260131_160147_step_reward_fresh_configA - actor/ratio_mean","20260131_160147_step_reward_fresh_configA - actor/ratio_mean__MIN","20260131_160147_step_reward_fresh_configA - actor/ratio_mean__MAX","20260131_160100_step_reward_fresh - actor/ratio_mean","20260131_160100_step_reward_fresh - actor/ratio_mean__MIN","20260131_160100_step_reward_fresh - actor/ratio_mean__MAX","20260131_155522_traj_reward_fresh - actor/ratio_mean","20260131_155522_traj_reward_fresh - actor/ratio_mean__MIN","20260131_155522_traj_reward_fresh - actor/ratio_mean__MAX","20260131_155911_traj_reward_fresh_configA - actor/ratio_mean","20260131_155911_traj_reward_fresh_configA - actor/ratio_mean__MIN","20260131_155911_traj_reward_fresh_configA - actor/ratio_mean__MAX"
"10","1.0283124689012766","1.0283124689012766","1.0283124689012766","1.0195393841713667","1.0195393841713667","1.0195393841713667","1.03001500479877","1.03001500479877","1.03001500479877","1.0194991398602724","1.0194991398602724","1.0194991398602724","0.7711970768868923","0.7711970768868923","0.7711970768868923","1.0022989548742771","1.0022989548742771","1.0022989548742771","0.6192532195709646","0.6192532195709646","0.6192532195709646","0.5789115397492424","0.5789115397492424","0.5789115397492424","1.0067825261503458","1.0067825261503458","1.0067825261503458","20.696261877194047","20.696261877194047","20.696261877194047"
"11","1.0454748086631298","1.0454748086631298","1.0454748086631298","1.0179258435964584","1.0179258435964584","1.0179258435964584","1.0324304513633251","1.0324304513633251","1.0324304513633251","0.9894274985417724","0.9894274985417724","0.9894274985417724","3321.8369329143316","3321.8369329143316","3321.8369329143316","1.0010331645607948","1.0010331645607948","1.0010331645607948","0.5192819554358721","0.5192819554358721","0.5192819554358721","0.6158645180985332","0.6158645180985332","0.6158645180985332","1.0039348248392344","1.0039348248392344","1.0039348248392344","0.853064775466919","0.853064775466919","0.853064775466919"
"12","1.0095343757420778","1.0095343757420778","1.0095343757420778","1.0175135135650635","1.0175135135650635","1.0175135135650635","1.0302898231893778","1.0302898231893778","1.0302898231893778","0.9834398552775383","0.9834398552775383","0.9834398552775383","6003.621926247142","6003.621926247142","6003.621926247142","0.9995700679719448","0.9995700679719448","0.9995700679719448","0.5073010479100049","0.5073010479100049","0.5073010479100049","0.6889038549270481","0.6889038549270481","0.6889038549270481","1.002711907029152","1.002711907029152","1.002711907029152","4.515739742666483","4.515739742666483","4.515739742666483"
"13","1.0096162110567093","1.0096162110567093","1.0096162110567093","1.017137322574854","1.017137322574854","1.017137322574854","1.0148431807756424","1.0148431807756424","1.0148431807756424","0.9830277217552066","0.9830277217552066","0.9830277217552066","0.8545576147735119","0.8545576147735119","0.8545576147735119","0.9998165769502521","0.9998165769502521","0.9998165769502521","0.4892438128590584","0.4892438128590584","0.4892438128590584","0.813751193229109","0.813751193229109","0.813751193229109","1.00174165610224","1.00174165610224","1.00174165610224","0.8863247986882925","0.8863247986882925","0.8863247986882925"
"14","1.0133799109607935","1.0133799109607935","1.0133799109607935","1.0063644386827946","1.0063644386827946","1.0063644386827946","1.0080221313983202","1.0080221313983202","1.0080221313983202","0.9805893143638968","0.9805893143638968","0.9805893143638968","0.772948850877583","0.772948850877583","0.772948850877583","1.0016723107546568","1.0016723107546568","1.0016723107546568","114.22758855158463","114.22758855158463","114.22758855158463","0.9193703685887158","0.9193703685887158","0.9193703685887158","1.0027284771203995","1.0027284771203995","1.0027284771203995","0.9079209174960852","0.9079209174960852","0.9079209174960852"
"15","1.0130894668400288","1.0130894668400288","1.0130894668400288","1.0188761986792088","1.0188761986792088","1.0188761986792088","1.0097353924065828","1.0097353924065828","1.0097353924065828","0.9813984222710133","0.9813984222710133","0.9813984222710133","0.7918358352035284","0.7918358352035284","0.7918358352035284","1.0037809172645211","1.0037809172645211","1.0037809172645211","1.2650632844306529","1.2650632844306529","1.2650632844306529","0.802637925837189","0.802637925837189","0.802637925837189","1.000561986118555","1.000561986118555","1.000561986118555","0.9183845594525337","0.9183845594525337","0.9183845594525337"
"16","1.0509792640805244","1.0509792640805244","1.0509792640805244","1.021677441895008","1.021677441895008","1.021677441895008","1.0373390298336744","1.0373390298336744","1.0373390298336744","0.9797142799943686","0.9797142799943686","0.9797142799943686","0.8276692181825638","0.8276692181825638","0.8276692181825638","1.0007865829393268","1.0007865829393268","1.0007865829393268","0.5169886257499456","0.5169886257499456","0.5169886257499456","0.794560122769326","0.794560122769326","0.794560122769326","1.0023125344887376","1.0023125344887376","1.0023125344887376","0.9313753824681044","0.9313753824681044","0.9313753824681044"
"17","1.0489716045558453","1.0489716045558453","1.0489716045558453","1.0148001369088888","1.0148001369088888","1.0148001369088888","1.1342284437268972","1.1342284437268972","1.1342284437268972","0.9761634701862931","0.9761634701862931","0.9761634701862931","0.8434946034103632","0.8434946034103632","0.8434946034103632","1.0001114895567298","1.0001114895567298","1.0001114895567298","0.5803359188139439","0.5803359188139439","0.5803359188139439","0.7766445495653898","0.7766445495653898","0.7766445495653898","0.996881808154285","0.996881808154285","0.996881808154285","0.9045712519437075","0.9045712519437075","0.9045712519437075"
"18","1.051887173205614","1.051887173205614","1.051887173205614","1.0118742398917675","1.0118742398917675","1.0118742398917675","1.426226694136858","1.426226694136858","1.426226694136858","0.9755825307220221","0.9755825307220221","0.9755825307220221","0.8401756659150124","0.8401756659150124","0.8401756659150124","0.9976292001083493","0.9976292001083493","0.9976292001083493","0.6119263577274978","0.6119263577274978","0.6119263577274978","1.0063118489924818","1.0063118489924818","1.0063118489924818","0.9990418357774615","0.9990418357774615","0.9990418357774615","0.9266728162765503","0.9266728162765503","0.9266728162765503"
"19","1.0163493677973747","1.0163493677973747","1.0163493677973747","1.0203408785164356","1.0203408785164356","1.0203408785164356","1.2541967257857323","1.2541967257857323","1.2541967257857323","0.9784835008904338","0.9784835008904338","0.9784835008904338","0.862700454890728","0.862700454890728","0.862700454890728","0.9996042512357235","0.9996042512357235","0.9996042512357235","0.6584713077172637","0.6584713077172637","0.6584713077172637","0.823105059331283","0.823105059331283","0.823105059331283","1.0025212299078703","1.0025212299078703","1.0025212299078703","0.9446566700935364","0.9446566700935364","0.9446566700935364"
"20","1.0436285696923733","1.0436285696923733","1.0436285696923733","1.013941353186965","1.013941353186965","1.013941353186965","1.0427615884691477","1.0427615884691477","1.0427615884691477","0.9807103388011456","0.9807103388011456","0.9807103388011456","0.8265432566404343","0.8265432566404343","0.8265432566404343","1.002299727872014","1.002299727872014","1.002299727872014","0.7455516094341874","0.7455516094341874","0.7455516094341874","0.8860388644970953","0.8860388644970953","0.8860388644970953","1.0039044627919793","1.0039044627919793","1.0039044627919793","0.9402848109602928","0.9402848109602928","0.9402848109602928"
"21","1.016417559236288","1.016417559236288","1.016417559236288","1.0142053216695786","1.0142053216695786","1.0142053216695786","1.0119673404842615","1.0119673404842615","1.0119673404842615","0.9802234414964914","0.9802234414964914","0.9802234414964914","0.8406786825507879","0.8406786825507879","0.8406786825507879","1.0001670038327575","1.0001670038327575","1.0001670038327575","1.2055615363642573","1.2055615363642573","1.2055615363642573","0.9441996403038502","0.9441996403038502","0.9441996403038502","1.0015092268586159","1.0015092268586159","1.0015092268586159","0.935771906748414","0.935771906748414","0.935771906748414"
"22","1.0529876593500376","1.0529876593500376","1.0529876593500376","1.0106819178909063","1.0106819178909063","1.0106819178909063","1.0444467831403017","1.0444467831403017","1.0444467831403017","0.9752428028732538","0.9752428028732538","0.9752428028732538","0.854839738458395","0.854839738458395","0.854839738458395","1.002494351938367","1.002494351938367","1.002494351938367","0.7373889926820993","0.7373889926820993","0.7373889926820993","0.8695635506883264","0.8695635506883264","0.8695635506883264","1.003496595658362","1.003496595658362","1.003496595658362","0.9327292907983065","0.9327292907983065","0.9327292907983065"
"23","1.011239605024457","1.011239605024457","1.011239605024457","1.009483339264989","1.009483339264989","1.009483339264989","1.0113824103027582","1.0113824103027582","1.0113824103027582","0.9823980266228318","0.9823980266228318","0.9823980266228318","0.8800026774406433","0.8800026774406433","0.8800026774406433","0.9986775312572718","0.9986775312572718","0.9986775312572718","1.3808317352086306","1.3808317352086306","1.3808317352086306","0.823205377208069","0.823205377208069","0.823205377208069","1.0011165169999003","1.0011165169999003","1.0011165169999003","0.9326586425304413","0.9326586425304413","0.9326586425304413"
"24","1.0151743032038212","1.0151743032038212","1.0151743032038212","1.0072007570415735","1.0072007570415735","1.0072007570415735","1.014500206336379","1.014500206336379","1.014500206336379","0.9803822366520762","0.9803822366520762","0.9803822366520762","0.9052106719464064","0.9052106719464064","0.9052106719464064","0.9996614931151271","0.9996614931151271","0.9996614931151271","1.0131481727585196","1.0131481727585196","1.0131481727585196","0.8042212431319058","0.8042212431319058","0.8042212431319058","1.0083422865718603","1.0083422865718603","1.0083422865718603","0.9692908618599176","0.9692908618599176","0.9692908618599176"
"25","1.0195609889924526","1.0195609889924526","1.0195609889924526","1.0082811135798693","1.0082811135798693","1.0082811135798693","1.0125280190259218","1.0125280190259218","1.0125280190259218","0.9811186473816633","0.9811186473816633","0.9811186473816633","0.9125904068350792","0.9125904068350792","0.9125904068350792","1.001629639416933","1.001629639416933","1.001629639416933","1.769621548242867","1.769621548242867","1.769621548242867","0.8467308543622494","0.8467308543622494","0.8467308543622494","1.0007516322657466","1.0007516322657466","1.0007516322657466","0.9282627906650305","0.9282627906650305","0.9282627906650305"
"26","1.0189537517726421","1.0189537517726421","1.0189537517726421","1.0066124107688665","1.0066124107688665","1.0066124107688665","1.0160446129739285","1.0160446129739285","1.0160446129739285","0.9840185502544045","0.9840185502544045","0.9840185502544045","0.9318093210458755","0.9318093210458755","0.9318093210458755","0.9986418103799224","0.9986418103799224","0.9986418103799224","0.7686034794896841","0.7686034794896841","0.7686034794896841","0.8755504144355655","0.8755504144355655","0.8755504144355655","1.0000822516158223","1.0000822516158223","1.0000822516158223","0.9122376348823309","0.9122376348823309","0.9122376348823309"
"27","1.0532598067075014","1.0532598067075014","1.0532598067075014","1.015250250697136","1.015250250697136","1.015250250697136","1.0370900072157383","1.0370900072157383","1.0370900072157383","0.9772375011816621","0.9772375011816621","0.9772375011816621","0.9437486883252859","0.9437486883252859","0.9437486883252859","1.0015609115362167","1.0015609115362167","1.0015609115362167","3.3145967787131667","3.3145967787131667","3.3145967787131667","0.905922350473702","0.905922350473702","0.905922350473702","0.999131971038878","0.999131971038878","0.999131971038878","0.9390570260584354","0.9390570260584354","0.9390570260584354"
"28","1.0121234189718962","1.0121234189718962","1.0121234189718962","1.0055419523268938","1.0055419523268938","1.0055419523268938","1.2711905669420958","1.2711905669420958","1.2711905669420958","0.9807692971080542","0.9807692971080542","0.9807692971080542","0.9397337157279253","0.9397337157279253","0.9397337157279253","0.9995450656861067","0.9995450656861067","0.9995450656861067","0.935283349826932","0.935283349826932","0.935283349826932","0.9272024445235729","0.9272024445235729","0.9272024445235729","0.9985849717631936","0.9985849717631936","0.9985849717631936","0.9312788099050522","0.9312788099050522","0.9312788099050522"
"29","1.0129049643874168","1.0129049643874168","1.0129049643874168","1.0130431335419416","1.0130431335419416","1.0130431335419416","1.01125193759799","1.01125193759799","1.01125193759799","0.9829910323023796","0.9829910323023796","0.9829910323023796","0.9384012222290039","0.9384012222290039","0.9384012222290039","0.9974796492606401","0.9974796492606401","0.9974796492606401","12.308754500001669","12.308754500001669","12.308754500001669","1.0720053678378463","1.0720053678378463","1.0720053678378463","0.9967738455161452","0.9967738455161452","0.9967738455161452","0.956561217084527","0.956561217084527","0.956561217084527"
"30","1.010248450562358","1.010248450562358","1.010248450562358","1.012095084413886","1.012095084413886","1.012095084413886","1.0098713263869286","1.0098713263869286","1.0098713263869286","0.9753753924742341","0.9753753924742341","0.9753753924742341","0.9374261107295752","0.9374261107295752","0.9374261107295752","0.9993487475439906","0.9993487475439906","0.9993487475439906","5.615633704699576","5.615633704699576","5.615633704699576","0.9695598091930151","0.9695598091930151","0.9695598091930151","0.9923878880217671","0.9923878880217671","0.9923878880217671","0.9228086713701487","0.9228086713701487","0.9228086713701487"
"31","1.0076964199543","1.0076964199543","1.0076964199543","1.0103589352220297","1.0103589352220297","1.0103589352220297","1.0110242869704962","1.0110242869704962","1.0110242869704962","0.9739742465317249","0.9739742465317249","0.9739742465317249","0.9352058377116919","0.9352058377116919","0.9352058377116919","0.9984475821256638","0.9984475821256638","0.9984475821256638","12.748951327987015","12.748951327987015","12.748951327987015","1.0041005657985806","1.0041005657985806","1.0041005657985806","0.9995964914560318","0.9995964914560318","0.9995964914560318","0.9587101843208075","0.9587101843208075","0.9587101843208075"
"32","1.0105245783925056","1.0105245783925056","1.0105245783925056","1.009638050571084","1.009638050571084","1.009638050571084","1.0067628007382154","1.0067628007382154","1.0067628007382154","0.9694908140227199","0.9694908140227199","0.9694908140227199","0.9395902045071125","0.9395902045071125","0.9395902045071125","1.0014001429080963","1.0014001429080963","1.0014001429080963","0.8865334177389741","0.8865334177389741","0.8865334177389741","0.9194728182628751","0.9194728182628751","0.9194728182628751","0.9969308953732252","0.9969308953732252","0.9969308953732252","0.9427905380725861","0.9427905380725861","0.9427905380725861"
"33","1.0160781778395176","1.0160781778395176","1.0160781778395176","1.0149145126342773","1.0149145126342773","1.0149145126342773","1.006257377564907","1.006257377564907","1.006257377564907","0.9743401184678078","0.9743401184678078","0.9743401184678078","0.9487056471407413","0.9487056471407413","0.9487056471407413","1.001642033457756","1.001642033457756","1.001642033457756","0.7694528223946691","0.7694528223946691","0.7694528223946691","0.8872337252832949","0.8872337252832949","0.8872337252832949","1.001041135750711","1.001041135750711","1.001041135750711","0.935764741152525","0.935764741152525","0.935764741152525"
"34","1.0078598447144032","1.0078598447144032","1.0078598447144032","1.014787146821618","1.014787146821618","1.014787146821618","1.0053773056715727","1.0053773056715727","1.0053773056715727","0.9755212152376771","0.9755212152376771","0.9755212152376771","0.9375962819904089","0.9375962819904089","0.9375962819904089","1.0016348138451576","1.0016348138451576","1.0016348138451576","0.759648397564888","0.759648397564888","0.759648397564888","0.9000617093406618","0.9000617093406618","0.9000617093406618","0.9983278922736645","0.9983278922736645","0.9983278922736645","0.9510348737239838","0.9510348737239838","0.9510348737239838"
"35","1.0160691887140274","1.0160691887140274","1.0160691887140274","1.0181808862835169","1.0181808862835169","1.0181808862835169","1.0055498871952295","1.0055498871952295","1.0055498871952295","0.9796365713700652","0.9796365713700652","0.9796365713700652","0.9792850986123085","0.9792850986123085","0.9792850986123085","1.0019170045852661","1.0019170045852661","1.0019170045852661","4.264533432200551","4.264533432200551","4.264533432200551","0.8736993605270982","0.8736993605270982","0.8736993605270982","0.9960971120744944","0.9960971120744944","0.9960971120744944","0.9280322585254908","0.9280322585254908","0.9280322585254908"
"36","1.0208796542137861","1.0208796542137861","1.0208796542137861","1.0146546252071857","1.0146546252071857","1.0146546252071857","1.017640808597207","1.017640808597207","1.017640808597207","0.9732301086187363","0.9732301086187363","0.9732301086187363","0.9404836259782314","0.9404836259782314","0.9404836259782314","1.0019946796819568","1.0019946796819568","1.0019946796819568","0.7708635637536645","0.7708635637536645","0.7708635637536645","0.8648019745014608","0.8648019745014608","0.8648019745014608","0.9956944976001978","0.9956944976001978","0.9956944976001978","0.9196943379938602","0.9196943379938602","0.9196943379938602"
"37","1.013412507250905","1.013412507250905","1.013412507250905","1.0069224331527948","1.0069224331527948","1.0069224331527948","1.010716361925006","1.010716361925006","1.010716361925006","0.9794115889817476","0.9794115889817476","0.9794115889817476","0.9499148186296225","0.9499148186296225","0.9499148186296225","0.9998966148123145","0.9998966148123145","0.9998966148123145","0.769795318134129","0.769795318134129","0.769795318134129","0.8731295852921903","0.8731295852921903","0.8731295852921903","1.0026330882683396","1.0026330882683396","1.0026330882683396","0.916219437494874","0.916219437494874","0.916219437494874"
"38","1.0132956318557262","1.0132956318557262","1.0132956318557262","1.0113638900220394","1.0113638900220394","1.0113638900220394","1.0110030639916658","1.0110030639916658","1.0110030639916658","0.9758572056889534","0.9758572056889534","0.9758572056889534","0.9430196154862642","0.9430196154862642","0.9430196154862642","0.9984734933823347","0.9984734933823347","0.9984734933823347","0.7501674173399806","0.7501674173399806","0.7501674173399806","0.8272572853602469","0.8272572853602469","0.8272572853602469","1.001523520797491","1.001523520797491","1.001523520797491","0.9242071956396103","0.9242071956396103","0.9242071956396103"
"39","1.0523503012955189","1.0523503012955189","1.0523503012955189","1.004406290128827","1.004406290128827","1.004406290128827","1.036633849143982","1.036633849143982","1.036633849143982","0.9731977600604296","0.9731977600604296","0.9731977600604296","0.9468310177326202","0.9468310177326202","0.9468310177326202","1.0010231584310532","1.0010231584310532","1.0010231584310532","2.4797748094424605","2.4797748094424605","2.4797748094424605","0.8830645559355617","0.8830645559355617","0.8830645559355617","1.0015564523637295","1.0015564523637295","1.0015564523637295","0.9456397350877523","0.9456397350877523","0.9456397350877523"
"40","1.0493575744330883","1.0493575744330883","1.0493575744330883","1.010384377092123","1.010384377092123","1.010384377092123","1.042031530290842","1.042031530290842","1.042031530290842","0.9789973124861717","0.9789973124861717","0.9789973124861717","0.9686986170709133","0.9686986170709133","0.9686986170709133","0.9977117069065571","0.9977117069065571","0.9977117069065571","0.7767024040222168","0.7767024040222168","0.7767024040222168","0.8737808079458773","0.8737808079458773","0.8737808079458773","0.9986402681097388","0.9986402681097388","0.9986402681097388","0.9398604743182659","0.9398604743182659","0.9398604743182659"
"41","1.0070901457220316","1.0070901457220316","1.0070901457220316","1.0101496912539005","1.0101496912539005","1.0101496912539005","1.0109984166920185","1.0109984166920185","1.0109984166920185","0.9707542052492499","0.9707542052492499","0.9707542052492499","0.9594299159944057","0.9594299159944057","0.9594299159944057","1.0017571616917849","1.0017571616917849","1.0017571616917849","0.9111658167093992","0.9111658167093992","0.9111658167093992","0.8883503531105816","0.8883503531105816","0.8883503531105816","1.0022116312757134","1.0022116312757134","1.0022116312757134","0.9256104156374931","0.9256104156374931","0.9256104156374931"
"42","1.026367960497737","1.026367960497737","1.026367960497737","1.0075962524861097","1.0075962524861097","1.0075962524861097","1.010626170784235","1.010626170784235","1.010626170784235","0.9770922381430864","0.9770922381430864","0.9770922381430864","0.9563370477408171","0.9563370477408171","0.9563370477408171","0.9989746967330575","0.9989746967330575","0.9989746967330575","9.55181057844311","9.55181057844311","9.55181057844311","0.8606925485655665","0.8606925485655665","0.8606925485655665","1.0015749484300613","1.0015749484300613","1.0015749484300613","0.9207840915769339","0.9207840915769339","0.9207840915769339"
"43","1.0151243954896927","1.0151243954896927","1.0151243954896927","1.010063661262393","1.010063661262393","1.010063661262393","1.012842420488596","1.012842420488596","1.012842420488596","0.9775190828368068","0.9775190828368068","0.9775190828368068","0.9466431643813848","0.9466431643813848","0.9466431643813848","1.000967001542449","1.000967001542449","1.000967001542449","2.5870999135077","2.5870999135077","2.5870999135077","0.9315928062424064","0.9315928062424064","0.9315928062424064","1.0009535634890199","1.0009535634890199","1.0009535634890199","0.9259315989911556","0.9259315989911556","0.9259315989911556"
