Step,20260114_143335_frozen_lake_no_replay_step,20260115_193211_traj_per,20260119_204444_step_per_nstep,20260119_223447_step_reward_fresh_nstep,20260120_142505_traj_reward_fresh,20260122_145133_step_baseline,20260122_145417_traj_baseline,20260122_150106_traj_per,20260123_164415_step_per,20260123_164201_step_baseline,20260124_155601_step_per,20260124_160415_step_reward_fresh,20260126_050125_step_reward_fresh,20260126_202655_traj_baseline,20260127_215523_traj_reward_fresh,20260128_181929_traj_reward_fresh_configA,20260128_184656_step_reward_fresh_configA,20260129_160515_traj_reward_fresh_configA,20260130_034120_step_reward_fresh_configA,20260130_040529_traj_reward_fresh_configA,20260130_040641_traj_reward_fresh,20260130_045910_step_reward_fresh,20260131_155911_traj_reward_fresh_configA,20260131_155522_traj_reward_fresh,20260131_160100_step_reward_fresh,20260131_160147_step_reward_fresh_configA,20260201_191332_traj_reward_fresh,20260201_191930_traj_reward_fresh_configA_IS,20260203_141744_traj_reward_fresh,20260203_144832_traj_reward_fresh_configA,20260203_145221_traj_reward_fresh_configA_age1000,20260203_145728_traj_reward_fresh_configA_age1500
100,,,3.3719544973948355e+18,47284441088.0,6201052.5,4335935422464.0,1.1692134141921997,1.6516090631484985,,89422577664.0,2.3970859050750732,8.400866508483887,,1.3859364986419678,3.124349594116211,6.4861979484558105,88239382528.0,46.13880920410156,97912012800.0,1.5009796619415283,,,22020498.0,1.9449119567871094,363643.59375,2.440415260994175e+18,2.2203152179718018,2.831372022628784,3.038862705230713,1.4826589822769165,1.2895729541778564,33.84150695800781
110,,,Infinity,22767904768.0,1.9078799486160278,38731767611392.0,1.0950241088867188,2.0118179321289062,,1.2569290399551392,5.5896501541137695,1982495488.0,,1.3185834884643555,2.797269344329834,18290342.0,56087515136.0,33312354.0,114976595968.0,65.2742919921875,,,4133521664.0,3.4417736530303955,11791844.0,8.974854371430892e+17,1.6812710762023926,2.7367923259735107,2.628756284713745,1.390817642211914,1.3821028470993042,31.13387680053711
120,,,Infinity,27978758144.0,1.5058351755142212,116563785023488.0,1.0647283792495728,1.2029509544372559,,1.331843376159668,1574296960.0,77156480.0,,1.2919610738754272,580.7533569335938,1.3109241724014282,5.3478983251876124e+29,8.903375625610352,2533989376.0,8271.4228515625,,,1.540441632270813,3.5008270740509033,7654.94287109375,1.4620413647357215e+18,2.959409236907959,78.59310913085938,2.615274667739868,1.4884204864501953,1.2124234437942505,1.167955994606018
130,,,Infinity,107282481152.0,1.6481645107269287,344631799709696.0,1.0583490133285522,129329.1796875,,1.1547383069992065,2.2511348724365234,4.5838847160339355,,1.2732558250427246,1.995696783065796,1.8578474521636963,Infinity,1408.479736328125,1677024165888.0,42.792972564697266,,,1.6722427606582642,4.883096694946289,398612.25,8.949788942291436e+17,1.9794660806655884,21.991756439208984,3.2438313961029053,1.2562471628189087,1.1893383264541626,1.1647800207138062
140,,,Infinity,863709429760.0,1.3745712041854858,388135489896448.0,1.0588585138320923,1.2357988357543945,,1.3782806396484375,1299807360.0,6.3634819984436035,,1.3423333168029785,1261.05029296875,1.3335628509521484,Infinity,19.22016716003418,366718746624.0,17.560548782348633,,,3.09635329246521,3.8764278888702393,7136640512.0,5.571282042789822e+18,1.6788816452026367,1444168448.0,2.7788712978363037,1.232711911201477,1.1742064952850342,3518457.5
150,,,Infinity,93765328896.0,207890.703125,284350960631808.0,1.0581566095352173,2.4864094257354736,,17276043264.0,9.064499855041504,7445951488.0,,96739368.0,2.17844295501709,1.4571986198425293,Infinity,87.64959716796875,939074191360.0,31.07883644104004,,,1.5615832805633545,3.556143045425415,1319491328.0,4.192880115262161e+18,2.200082302093506,1.2614867687225342,2.464466094970703,1.3444727659225464,1.281087875366211,3543535.5
160,,,Infinity,160764428288.0,1.303098440170288,332096165904384.0,1.0194123983383179,1.1542562246322632,,29962102784.0,4.945459365844727,1809436639232.0,,3.304351806640625,2.134845495223999,1.2938297986984253,Infinity,4.328226089477539,74231431168.0,1.3735183477401733,,,1.2683204412460327,2.4603288173675537,51939037184.0,1.0588066078041047e+19,2.669973611831665,112.49871826171875,4.284694671630859,1.2476788759231567,1.2104344367980957,1.14771568775177
170,,,Infinity,90217725952.0,1.6306260824203491,288706258796544.0,1.0122648477554321,1.2220168113708496,,2.308960199356079,8088164864.0,3.3467681407928467,,7.049594402313232,2.443183183670044,1.2953455448150635,Infinity,2.921320915222168,2390112075776.0,1.4974387884140015,,,1.6597272157669067,2.5162410736083984,3808223232.0,1.630124119590699e+18,2.2613484859466553,31068104.0,2.663966417312622,1.4147155284881592,1.257192611694336,1.177380919456482
180,,,Infinity,2743742234624.0,2.007812261581421,239996296495104.0,1.0375452041625977,1.2026796340942383,,3211610816512.0,4.679225921630859,606051696640.0,,2.0196821689605713,1.7408716678619385,2.6503617763519287,Infinity,35.226375579833984,92633784320.0,1.995255470275879,,,1.6864380836486816,3.059429407119751,13090197.0,2.8491400856417075e+17,2.6339521408081055,4.486851215362549,2.5975425243377686,1.2255610227584839,1.207102656364441,1.1792373657226562
190,,,Infinity,9926188466176.0,2.4015121459960938,233327789342720.0,1.0572707653045654,1.133087396621704,,5350833520640.0,44476735488.0,2.465578317642212,,5646915.0,4.622684955596924,1.56922447681427,Infinity,2152367.0,4142521600.0,1.5422641038894653,,,2.0525381565093994,4.1147027015686035,18937927680.0,1.686246079290409e+18,1.9227057695388794,2920571.75,3.396050453186035,1.2700570821762085,1.1716080904006958,1.190933346748352
200,,,Infinity,475554214051840.0,1.4334887266159058,156840646148096.0,1.0075315237045288,1.129818081855774,,814065484038144.0,4.974915027618408,1.8341695070266724,,27483226112.0,2.44622540473938,1.3731707334518433,Infinity,19.346784591674805,1704969895936.0,1.3989096879959106,,,27.44916534423828,2.0123980045318604,60190035968.0,9.171791335055688e+17,1.7263157367706299,2.0686497688293457,2.376866340637207,1.2856448888778687,1.6521135568618774,1.1355948448181152
210,,,Infinity,3.954259566316749e+16,1.306999921798706,520061752180736.0,1.02571702003479,1.2350914478302002,,1919489277952.0,2278582.25,469256667136.0,,9.968770027160645,3.3171608448028564,1.2737488746643066,Infinity,14.477167129516602,1432577280.0,1.8948290348052979,,,1.3252180814743042,2.0393457412719727,279511957504.0,1.169731250689147e+18,1.4381474256515503,16.5784969329834,2.35733699798584,1.216323971748352,1.1880159378051758,1.1224641799926758
220,,,Infinity,2.5543403336724644e+19,1.7370545864105225,4.581399953460429e+16,1.0115381479263306,1.226755142211914,,12764932210688.0,3.824317455291748,65.07498931884766,,2.932493209838867,1.9362400770187378,,Infinity,23.3913516998291,29996760.0,2.275743007659912,,,27.429737091064453,3.1462655067443848,156243443712.0,1.2094263967187206e+19,1.9420745372772217,1.3834573030471802,2.8579258918762207,1.2991687059402466,1.1628936529159546,1.1203659772872925
230,,,Infinity,8.328052362740498e+18,1.1748336553573608,1.0298174511618458e+17,1.0100376605987549,1.2502377033233643,,6342281003008.0,5358347091968.0,37.23854064941406,,6021568.0,2.4647574424743652,,Infinity,43.44663619995117,4798355968.0,1.473443865776062,,,1.2622171640396118,2.9922897815704346,52964466688.0,8.215194228658012e+17,3.711135149002075,1123538.5,2.4617035388946533,1.1941897869110107,3427.93798828125,1.1337239742279053
240,,,Infinity,4.768414452053369e+20,1.1634268760681152,5.4794033547258836e+20,1.0218772888183594,1.1843358278274536,,9848247812096.0,12232378286080.0,28.072599411010742,,7.335034370422363,3.0116429328918457,,Infinity,2.2990310192108154,2020478336.0,3.3083951473236084,,,2.3138248920440674,2.3757009506225586,276979974144.0,8.92018115573973e+17,1.8238574266433716,4.146755695343018,2.805471181869507,1.1663480997085571,1.1901533603668213,1.1188503503799438
250,,,Infinity,1.0272324566364054e+22,1.3972504138946533,1.5454438483919026e+21,1.0035675764083862,2.0321731567382812,,5094964723712.0,997305942016.0,195.58335876464844,,8.423316955566406,2.3104023933410645,,Infinity,28.262357711791992,391850080.0,4.4492082595825195,,,1.1606473922729492,2.919626235961914,167814627328.0,1.0376504235377295e+18,2.6994681358337402,1.4062485694885254,3.067582845687866,1.1821435689926147,1.2079803943634033,1.0944058895111084
260,,,Infinity,4.071417093449439e+22,1.2364131212234497,2.46759384307037e+22,1.0659092664718628,1.2223572731018066,,20727289872384.0,712420622336.0,3.042999029159546,,3.6394853591918945,2.061349391937256,,Infinity,9500.583984375,503026656.0,2349.548828125,,,1.974652647972107,4.545375823974609,53991780352.0,1.2467642722817147e+18,2.618475914001465,2.4939308166503906,8.596179962158203,1.1602270603179932,1.2869609594345093,1.0617886781692505
270,,,Infinity,5.755435041673169e+22,1.2513196468353271,5.577797345799778e+24,1.0275086164474487,1.1802314519882202,,37258283450368.0,1124243391643648.0,3123206656.0,,900306.9375,2.494983434677124,,,1.2272117137908936,2608622080.0,46.38315200805664,,,80.12773895263672,2.151771306991577,77803544576.0,1.0140819107600138e+18,5.5165300369262695,24.938364028930664,44.39768981933594,1.189937949180603,1.139298677444458,26.180498123168945
280,,,Infinity,3.668123529842098e+23,59538188.0,1.6476187240105195e+26,1.0203063488006592,35841.71875,,9043349340160.0,351737554665472.0,42058539008.0,,4.8746867179870605,2.1614317893981934,,,22.919523239135742,59459096.0,45.790077209472656,,,1.222623586654663,2.705864667892456,18486759424.0,3.207049468583084e+18,4.420007228851318,1.6534063816070557,3.532745599746704,1.1946203708648682,1.2661020755767822,1.1440329551696777
290,,,Infinity,1.4978622160727245e+24,1.1913824081420898,8.989225300717892e+26,1.034230351448059,26.21937370300293,,3633337073664.0,9.642649558645646e+26,6278319964160.0,,3.8825225830078125,2.506441116333008,,,19.167156219482422,69529032.0,2.732910394668579,,,1.665814995765686,2.5227506160736084,239348154368.0,4.4217533561883853e+18,2.160886287689209,1.2668988704681396,43.31596755981445,1.1367602348327637,3538.2548828125,1.171368956565857
300,,,Infinity,1.7315994690788175e+23,1.5578330755233765,1.0914295599382973e+26,1.0166049003601074,1.245230793952942,,9.55600643157959,9.596371695279097e+27,2.969622850418091,,1525750.25,2.162083625793457,,,1.2936698198318481,522646257664.0,4446.5771484375,,,1.1393424272537231,3.1112067699432373,141410746368.0,8.163652834399617e+18,3.350703239440918,85.29607391357422,59.22852325439453,1.2056236267089844,1.2775607109069824,1.1309822797775269
310,,,Infinity,2.6213203792837793e+25,1.2643321752548218,2.9435142088711023e+25,1.0362781286239624,1.1073672771453857,,79704535072768.0,2.4895088282403223e+28,2.8831255435943604,,298111696896.0,6091500.0,,,132.11891174316406,2695519059050496.0,1.2631471157073975,,,1.2067228555679321,3.357726573944092,45697906769920.0,6.370839751682949e+17,4.0188493728637695,2.0546212196350098,3.6864137649536133,1.1498054265975952,1.1641156673431396,1.3367282152175903
320,,,Infinity,2.813371082818764e+27,1.1386451721191406,,1.0183367729187012,1.477497935295105,,164535734370304.0,5.1306108151838915e+28,2.88816499710083,,21311440.0,2.5446107387542725,,,9.220231056213379,1.4729591836308107e+23,131.77191162109375,,,1.2667770385742188,5.804512023925781,325582780891136.0,8.308366156800983e+18,5.556807518005371,1.2123607397079468,41.864234924316406,1.1965718269348145,1.1365410089492798,1.1090304851531982
330,,,Infinity,7.825094816542096e+26,1.188770055770874,,1.0490190982818604,1.1281466484069824,,2.657720777315197e+23,1.3899378103488793e+29,9.237852096557617,,70.5408706665039,3.923118829727173,,,1.9516183137893677,4.951190042069179e+25,124.87482452392578,,,33139.96875,156.99790954589844,616360287666176.0,7.541812763316716e+17,5.515451908111572,5.980525493621826,3.1242663860321045,1.1586488485336304,1.2781705856323242,1.1398038864135742
340,,,Infinity,3.8490585408375893e+28,3.9109504222869873,,1.0196099281311035,1.1607904434204102,,2.9022391253713058e+29,1.1858026045573054e+27,2.291215658187866,,1285829.125,3.506863594055176,,,153.54664611816406,6.687763939245328e+28,47527.54296875,,,1.164864420890808,1.8225103616714478,1194173646503936.0,1.4864213858142126e+18,3.7010655403137207,64.20388793945312,3.5620100498199463,1.1393804550170898,1.1385241746902466,1.23381769657135
350,,,Infinity,3.0124315804612233e+28,1.6026835441589355,,1.0124602317810059,1.1180686950683594,,NaN,1.1429348800871984e+27,2.8676857948303223,,10.617349624633789,3.7614240646362305,,,2.2617921829223633,2.6450720804457176e+29,1.2220090627670288,,,4969107456.0,2.360793113708496,414661342134272.0,9.498513826589442e+18,3.930631160736084,1.3637562990188599,44.48484420776367,1.1386168003082275,1.1395230293273926,1.204766035079956
360,,,Infinity,NaN,1655378432.0,,1.0238301753997803,1.2578418254852295,,NaN,1.0419084084754525e+27,91427589586944.0,,5641271.5,10.191535949707031,,,12.782979011535645,3.301646228833635e+30,34.802791595458984,,,1.166564702987671,2.7086074352264404,675702307291136.0,3.438886168224072e+17,2.4759974479675293,1.242955207824707,4.247292518615723,1.1670176982879639,1.1012487411499023,1.0640145540237427
370,,,Infinity,NaN,1.1806014776229858,,1.018395185470581,1.1790275573730469,,NaN,1.2630807378485575e+27,490985226240.0,,586.7977294921875,4.385272026062012,,,20.4749813079834,,1.4272488355636597,,,1.2039861679077148,6.325824737548828,338190590279680.0,7.30846478494335e+17,6.446212291717529,458265.6875,42.94796371459961,1.0757354497909546,1.2056998014450073,1.1313436031341553
380,,,Infinity,NaN,1.169465184211731,,1.0125012397766113,1.2284349203109741,,NaN,,13.337422370910645,,663553.3125,1546157.875,,,2.2571117877960205,,1.2190656661987305,,,2.7674899101257324,3.0389130115509033,1164065657323520.0,7.650996329539174e+17,6.307991981506348,3.938955068588257,3.8858635425567627,2.8542211055755615,1.1264854669570923,1.3895522356033325
390,,,Infinity,NaN,1.4820024967193604,,1.0067232847213745,1.1657395362854004,,NaN,,55552495616.0,,274521152.0,3.792060375213623,,,1.574727177619934,,404.3956604003906,,,1.1924406290054321,2.8388564586639404,4352021641560064.0,2.1589246162428232e+18,445343.9375,2.356846809387207,4.6732048988342285,1.1610199213027954,1.2193957567214966,1.1472231149673462
