"Step","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_max","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_max__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - actor/ratio_max__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_max","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_max__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - actor/ratio_max__MAX","20260203_144832_traj_reward_fresh_configA - actor/ratio_max","20260203_144832_traj_reward_fresh_configA - actor/ratio_max__MIN","20260203_144832_traj_reward_fresh_configA - actor/ratio_max__MAX","20260203_141744_traj_reward_fresh - actor/ratio_max","20260203_141744_traj_reward_fresh - actor/ratio_max__MIN","20260203_141744_traj_reward_fresh - actor/ratio_max__MAX","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_max","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_max__MIN","20260201_191930_traj_reward_fresh_configA_IS - actor/ratio_max__MAX","20260201_191332_traj_reward_fresh - actor/ratio_max","20260201_191332_traj_reward_fresh - actor/ratio_max__MIN","20260201_191332_traj_reward_fresh - actor/ratio_max__MAX","20260131_160147_step_reward_fresh_configA - actor/ratio_max","20260131_160147_step_reward_fresh_configA - actor/ratio_max__MIN","20260131_160147_step_reward_fresh_configA - actor/ratio_max__MAX","20260131_160100_step_reward_fresh - actor/ratio_max","20260131_160100_step_reward_fresh - actor/ratio_max__MIN","20260131_160100_step_reward_fresh - actor/ratio_max__MAX","20260131_155522_traj_reward_fresh - actor/ratio_max","20260131_155522_traj_reward_fresh - actor/ratio_max__MIN","20260131_155522_traj_reward_fresh - actor/ratio_max__MAX","20260131_155911_traj_reward_fresh_configA - actor/ratio_max","20260131_155911_traj_reward_fresh_configA - actor/ratio_max__MIN","20260131_155911_traj_reward_fresh_configA - actor/ratio_max__MAX"
"10","3.2490388937294483","3.2490388937294483","3.2490388937294483","1.655054785311222","1.655054785311222","1.655054785311222","2.4647617526352406","2.4647617526352406","2.4647617526352406","1.5995437949895859","1.5995437949895859","1.5995437949895859","3.4981451593339443","3.4981451593339443","3.4981451593339443","1.221744991838932","1.221744991838932","1.221744991838932","18.021339610219","18.021339610219","18.021339610219","1.6350432033650577","1.6350432033650577","1.6350432033650577","1.3786954283714294","1.3786954283714294","1.3786954283714294","1590.1548577379435","1590.1548577379435","1590.1548577379435"
"11","2.874845076352358","2.874845076352358","2.874845076352358","1.7036358565092087","1.7036358565092087","1.7036358565092087","2.5293204449117184","2.5293204449117184","2.5293204449117184","1.3068159837275743","1.3068159837275743","1.3068159837275743","398531.0170307383","398531.0170307383","398531.0170307383","1.2459908407181501","1.2459908407181501","1.2459908407181501","6.808369260281324","6.808369260281324","6.808369260281324","1.591574388090521","1.591574388090521","1.591574388090521","1.3065028600394726","1.3065028600394726","1.3065028600394726","4.423948489129543","4.423948489129543","4.423948489129543"
"12","1.389682937413454","1.389682937413454","1.389682937413454","1.8496412225067616","1.8496412225067616","1.8496412225067616","2.740566186606884","2.740566186606884","2.740566186606884","1.2651950102299452","1.2651950102299452","1.2651950102299452","720345.0090190116","720345.0090190116","720345.0090190116","1.2629627268761396","1.2629627268761396","1.2629627268761396","6.9144293032586575","6.9144293032586575","6.9144293032586575","1.6457036423962563","1.6457036423962563","1.6457036423962563","1.240901468321681","1.240901468321681","1.240901468321681","297.3572106640786","297.3572106640786","297.3572106640786"
"13","1.4877973571419716","1.4877973571419716","1.4877973571419716","1.7749354392290115","1.7749354392290115","1.7749354392290115","1.7266033440828323","1.7266033440828323","1.7266033440828323","1.2610527202486992","1.2610527202486992","1.2610527202486992","8.233104776591063","8.233104776591063","8.233104776591063","1.2770106755197048","1.2770106755197048","1.2770106755197048","8.776302432641387","8.776302432641387","8.776302432641387","1.8901052037253976","1.8901052037253976","1.8901052037253976","1.25581793487072","1.25581793487072","1.25581793487072","6.089620077982545","6.089620077982545","6.089620077982545"
"14","1.4240086451172829","1.4240086451172829","1.4240086451172829","1.6789202392101288","1.6789202392101288","1.6789202392101288","1.8659669868648052","1.8659669868648052","1.8659669868648052","1.2358171045780182","1.2358171045780182","1.2358171045780182","3.1929684318602085","3.1929684318602085","3.1929684318602085","1.2389964573085308","1.2389964573085308","1.2389964573085308","57327.21896446869","57327.21896446869","57327.21896446869","2.333750239573419","2.333750239573419","2.333750239573419","1.2367135602980852","1.2367135602980852","1.2367135602980852","5.4724823795259","5.4724823795259","5.4724823795259"
"15","1.4071006439626217","1.4071006439626217","1.4071006439626217","1.8605903051793575","1.8605903051793575","1.8605903051793575","1.8266300298273563","1.8266300298273563","1.8266300298273563","1.2765100114047527","1.2765100114047527","1.2765100114047527","3.536731280386448","3.536731280386448","3.536731280386448","1.2335381861776114","1.2335381861776114","1.2335381861776114","372.56962951272726","372.56962951272726","372.56962951272726","1.7137844953686","1.7137844953686","1.7137844953686","1.2027238067239523","1.2027238067239523","1.2027238067239523","9.965911332517862","9.965911332517862","9.965911332517862"
"16","3.3276550956070423","3.3276550956070423","3.3276550956070423","2.12412803247571","2.12412803247571","2.12412803247571","3.0279753766953945","3.0279753766953945","3.0279753766953945","1.1957480944693089","1.1957480944693089","1.1957480944693089","4.513622879981995","4.513622879981995","4.513622879981995","1.2264569625258446","1.2264569625258446","1.2264569625258446","9.876440465450287","9.876440465450287","9.876440465450287","1.6504830592311919","1.6504830592311919","1.6504830592311919","1.2612604536116123","1.2612604536116123","1.2612604536116123","7.301975093781948","7.301975093781948","7.301975093781948"
"17","2.8742923364043236","2.8742923364043236","2.8742923364043236","1.7698922790586948","1.7698922790586948","1.7698922790586948","8.760030787438154","8.760030787438154","8.760030787438154","1.1890032161027193","1.1890032161027193","1.1890032161027193","4.8427990563213825","4.8427990563213825","4.8427990563213825","1.249646009877324","1.249646009877324","1.249646009877324","32.05987295508385","32.05987295508385","32.05987295508385","1.8529997942969203","1.8529997942969203","1.8529997942969203","1.2858754117041826","1.2858754117041826","1.2858754117041826","2.981167785823345","2.981167785823345","2.981167785823345"
"18","3.266613781452179","3.266613781452179","3.266613781452179","1.8471950553357601","1.8471950553357601","1.8471950553357601","25.04837106913328","25.04837106913328","25.04837106913328","1.21899950876832","1.21899950876832","1.21899950876832","3.838636588305235","3.838636588305235","3.838636588305235","1.2543481569737196","1.2543481569737196","1.2543481569737196","36.249469585716724","36.249469585716724","36.249469585716724","3.0369020123034716","3.0369020123034716","3.0369020123034716","1.2730327099561691","1.2730327099561691","1.2730327099561691","5.3725627064704895","5.3725627064704895","5.3725627064704895"
"19","2.1425767578184605","2.1425767578184605","2.1425767578184605","1.9899616204202175","1.9899616204202175","1.9899616204202175","15.512544889003038","15.512544889003038","15.512544889003038","1.2450580056756735","1.2450580056756735","1.2450580056756735","5.2316519021987915","5.2316519021987915","5.2316519021987915","1.3292728401720524","1.3292728401720524","1.3292728401720524","17.659583169966936","17.659583169966936","17.659583169966936","2.409777583088726","2.409777583088726","2.409777583088726","1.2908043507486582","1.2908043507486582","1.2908043507486582","4.084866601973772","4.084866601973772","4.084866601973772"
"20","3.3818546794354916","3.3818546794354916","3.3818546794354916","1.8322929330170155","1.8322929330170155","1.8322929330170155","2.618173886090517","2.618173886090517","2.618173886090517","1.3355333097279072","1.3355333097279072","1.3355333097279072","3.2389550507068634","3.2389550507068634","3.2389550507068634","1.295243876054883","1.295243876054883","1.295243876054883","50.07530565559864","50.07530565559864","50.07530565559864","1.7556281723082066","1.7556281723082066","1.7556281723082066","1.269534831866622","1.269534831866622","1.269534831866622","3.7297315783798695","3.7297315783798695","3.7297315783798695"
"21","2.2952223271131516","2.2952223271131516","2.2952223271131516","1.7815198600292206","1.7815198600292206","1.7815198600292206","1.7402508407831192","1.7402508407831192","1.7402508407831192","1.2787324488162994","1.2787324488162994","1.2787324488162994","4.961204133927822","4.961204133927822","4.961204133927822","1.2716185934841633","1.2716185934841633","1.2716185934841633","230.25023882091045","230.25023882091045","230.25023882091045","2.281884767115116","2.281884767115116","2.281884767115116","1.2302186153829098","1.2302186153829098","1.2302186153829098","3.459747690707445","3.459747690707445","3.459747690707445"
"22","3.9560598582029343","3.9560598582029343","3.9560598582029343","1.7319654561579227","1.7319654561579227","1.7319654561579227","3.0366842336952686","3.0366842336952686","3.0366842336952686","1.2635092344135046","1.2635092344135046","1.2635092344135046","4.253351967781782","4.253351967781782","4.253351967781782","1.1975189726799726","1.1975189726799726","1.1975189726799726","12.784091092646122","12.784091092646122","12.784091092646122","1.705085951834917","1.705085951834917","1.705085951834917","1.2403487637639046","1.2403487637639046","1.2403487637639046","4.11941147223115","4.11941147223115","4.11941147223115"
"23","1.4433060102164745","1.4433060102164745","1.4433060102164745","1.5112116038799286","1.5112116038799286","1.5112116038799286","2.0126560516655445","2.0126560516655445","2.0126560516655445","1.2973255440592766","1.2973255440592766","1.2973255440592766","2.9795008413493633","2.9795008413493633","2.9795008413493633","1.2034942898899317","1.2034942898899317","1.2034942898899317","255.26291824132204","255.26291824132204","255.26291824132204","1.511826845817268","1.511826845817268","1.511826845817268","1.2706025559455156","1.2706025559455156","1.2706025559455156","3.770022176206112","3.770022176206112","3.770022176206112"
"24","1.9484131373465061","1.9484131373465061","1.9484131373465061","1.5276133827865124","1.5276133827865124","1.5276133827865124","1.7323670573532581","1.7323670573532581","1.7323670573532581","1.3527649361640215","1.3527649361640215","1.3527649361640215","5.533051799982786","5.533051799982786","5.533051799982786","1.26019680313766","1.26019680313766","1.26019680313766","110.33443189412355","110.33443189412355","110.33443189412355","1.5302898921072483","1.5302898921072483","1.5302898921072483","1.6107422467321157","1.6107422467321157","1.6107422467321157","5.625077553093433","5.625077553093433","5.625077553093433"
"25","2.70498700812459","2.70498700812459","2.70498700812459","1.686326064169407","1.686326064169407","1.686326064169407","2.2343530654907227","2.2343530654907227","2.2343530654907227","1.320905014872551","1.320905014872551","1.320905014872551","3.6577884927392006","3.6577884927392006","3.6577884927392006","1.2799691949039698","1.2799691949039698","1.2799691949039698","511.10070722550154","511.10070722550154","511.10070722550154","1.5244829654693604","1.5244829654693604","1.5244829654693604","1.3095721565186977","1.3095721565186977","1.3095721565186977","4.88525365293026","4.88525365293026","4.88525365293026"
"26","2.974607653915882","2.974607653915882","2.974607653915882","1.5336888320744038","1.5336888320744038","1.5336888320744038","1.8812506571412086","1.8812506571412086","1.8812506571412086","1.3613857626914978","1.3613857626914978","1.3613857626914978","6.25390126183629","6.25390126183629","6.25390126183629","1.2474584616720676","1.2474584616720676","1.2474584616720676","10.203139878809452","10.203139878809452","10.203139878809452","1.7051285849884152","1.7051285849884152","1.7051285849884152","1.3562724888324738","1.3562724888324738","1.3562724888324738","3.322782777249813","3.322782777249813","3.322782777249813"
"27","4.022157419472933","4.022157419472933","4.022157419472933","1.7794882208108902","1.7794882208108902","1.7794882208108902","2.7492685094475746","2.7492685094475746","2.7492685094475746","1.2515589240938425","1.2515589240938425","1.2515589240938425","5.789649445563555","5.789649445563555","5.789649445563555","1.2222427111119032","1.2222427111119032","1.2222427111119032","1254.4790484383702","1254.4790484383702","1254.4790484383702","1.7883143611252308","1.7883143611252308","1.7883143611252308","1.2808700557798147","1.2808700557798147","1.2808700557798147","3.9671050533652306","3.9671050533652306","3.9671050533652306"
"28","1.532609898597002","1.532609898597002","1.532609898597002","1.874387938529253","1.874387938529253","1.874387938529253","16.447544142603874","16.447544142603874","16.447544142603874","1.364728219807148","1.364728219807148","1.364728219807148","2.787327904254198","2.787327904254198","2.787327904254198","1.2349623199552298","1.2349623199552298","1.2349623199552298","106.74152652174234","106.74152652174234","106.74152652174234","1.5354674942791462","1.5354674942791462","1.5354674942791462","1.2012377753853798","1.2012377753853798","1.2012377753853798","4.739175017923117","4.739175017923117","4.739175017923117"
"29","2.706726662814617","2.706726662814617","2.706726662814617","1.9137804433703423","1.9137804433703423","1.9137804433703423","2.393195793032646","2.393195793032646","2.393195793032646","1.4311722740530968","1.4311722740530968","1.4311722740530968","3.138415239751339","3.138415239751339","3.138415239751339","1.205550605431199","1.205550605431199","1.205550605431199","5607.535824202001","5607.535824202001","5607.535824202001","2.1868482790887356","2.1868482790887356","2.1868482790887356","1.2114764228463173","1.2114764228463173","1.2114764228463173","4.581873185932636","4.581873185932636","4.581873185932636"
"30","1.7688350640237331","1.7688350640237331","1.7688350640237331","2.1535712145268917","2.1535712145268917","2.1535712145268917","1.8026183433830738","1.8026183433830738","1.8026183433830738","1.3054207749664783","1.3054207749664783","1.3054207749664783","2.834480859339237","2.834480859339237","2.834480859339237","1.2214170563966036","1.2214170563966036","1.2214170563966036","2390.524325788021","2390.524325788021","2390.524325788021","1.52700961753726","1.52700961753726","1.52700961753726","1.202866429463029","1.202866429463029","1.202866429463029","3.5537150353193283","3.5537150353193283","3.5537150353193283"
"31","1.6938554160296917","1.6938554160296917","1.6938554160296917","1.9866475090384483","1.9866475090384483","1.9866475090384483","2.178813572973013","2.178813572973013","2.178813572973013","1.2438504192978144","1.2438504192978144","1.2438504192978144","3.3253615759313107","3.3253615759313107","3.3253615759313107","1.1989881563931704","1.1989881563931704","1.1989881563931704","4052.49673339352","4052.49673339352","4052.49673339352","2.2019445784389973","2.2019445784389973","2.2019445784389973","1.367144163697958","1.367144163697958","1.367144163697958","6.447764731943607","6.447764731943607","6.447764731943607"
"32","2.059097968041897","2.059097968041897","2.059097968041897","2.039698366075754","2.039698366075754","2.039698366075754","1.667218267917633","1.667218267917633","1.667218267917633","1.3385479263961315","1.3385479263961315","1.3385479263961315","3.9952974878251553","3.9952974878251553","3.9952974878251553","1.3020983338356018","1.3020983338356018","1.3020983338356018","77.28840788453817","77.28840788453817","77.28840788453817","1.5952344816178083","1.5952344816178083","1.5952344816178083","1.2053395416587591","1.2053395416587591","1.2053395416587591","4.476887810975313","4.476887810975313","4.476887810975313"
"33","3.059248775243759","3.059248775243759","3.059248775243759","2.0105356723070145","2.0105356723070145","2.0105356723070145","1.574316456913948","1.574316456913948","1.574316456913948","1.3757177218794823","1.3757177218794823","1.3757177218794823","3.0785197354853153","3.0785197354853153","3.0785197354853153","1.218416253104806","1.218416253104806","1.218416253104806","14.034106574952602","14.034106574952602","14.034106574952602","1.5670038280077279","1.5670038280077279","1.5670038280077279","1.3203558884561062","1.3203558884561062","1.3203558884561062","3.2197117395699024","3.2197117395699024","3.2197117395699024"
"34","2.304665546864271","2.304665546864271","2.304665546864271","2.2801260836422443","2.2801260836422443","2.2801260836422443","1.8492067828774452","1.8492067828774452","1.8492067828774452","1.3581584617495537","1.3581584617495537","1.3581584617495537","2.706745933741331","2.706745933741331","2.706745933741331","1.2195584774017334","1.2195584774017334","1.2195584774017334","15.114388257265091","15.114388257265091","15.114388257265091","1.626563813071698","1.626563813071698","1.626563813071698","1.3006783332675695","1.3006783332675695","1.3006783332675695","4.921325109899044","4.921325109899044","4.921325109899044"
"35","2.5708132721483707","2.5708132721483707","2.5708132721483707","2.348749428987503","2.348749428987503","2.348749428987503","1.9294619522988796","1.9294619522988796","1.9294619522988796","1.3618572875857353","1.3618572875857353","1.3618572875857353","5.250169597566128","5.250169597566128","5.250169597566128","1.2671317625790834","1.2671317625790834","1.2671317625790834","1730.491405248642","1730.491405248642","1730.491405248642","1.5115071898326278","1.5115071898326278","1.5115071898326278","1.2198638059198856","1.2198638059198856","1.2198638059198856","2.44990761205554","2.44990761205554","2.44990761205554"
"36","2.903840221464634","2.903840221464634","2.903840221464634","2.1093028262257576","2.1093028262257576","2.1093028262257576","2.546900052577257","2.546900052577257","2.546900052577257","1.2694365736097097","1.2694365736097097","1.2694365736097097","2.9974293410778046","2.9974293410778046","2.9974293410778046","1.5709695890545845","1.5709695890545845","1.5709695890545845","26.172032974660397","26.172032974660397","26.172032974660397","1.4971311781555414","1.4971311781555414","1.4971311781555414","1.238545024767518","1.238545024767518","1.238545024767518","2.6674291677773","2.6674291677773","2.6674291677773"
"37","2.9996288791298866","2.9996288791298866","2.9996288791298866","1.9241379350423813","1.9241379350423813","1.9241379350423813","2.6392629221081734","2.6392629221081734","2.6392629221081734","1.3699673600494862","1.3699673600494862","1.3699673600494862","2.8784340508282185","2.8784340508282185","2.8784340508282185","1.330442680977285","1.330442680977285","1.330442680977285","14.790231689810753","14.790231689810753","14.790231689810753","1.4720368953421712","1.4720368953421712","1.4720368953421712","1.3020321764051914","1.3020321764051914","1.3020321764051914","2.946401134133339","2.946401134133339","2.946401134133339"
"38","2.4807874895632267","2.4807874895632267","2.4807874895632267","1.9372250884771347","1.9372250884771347","1.9372250884771347","2.014866277575493","2.014866277575493","2.014866277575493","1.3352872282266617","1.3352872282266617","1.3352872282266617","2.7091364935040474","2.7091364935040474","2.7091364935040474","1.1897330600768328","1.1897330600768328","1.1897330600768328","9.681331917643547","9.681331917643547","9.681331917643547","1.4381297770887613","1.4381297770887613","1.4381297770887613","1.3140873927623034","1.3140873927623034","1.3140873927623034","3.2421128787100315","3.2421128787100315","3.2421128787100315"
"39","3.558851458132267","3.558851458132267","3.558851458132267","1.9957182556390762","1.9957182556390762","1.9957182556390762","3.140729036182165","3.140729036182165","3.140729036182165","1.2641335390508175","1.2641335390508175","1.2641335390508175","4.201641671359539","4.201641671359539","4.201641671359539","1.2889593578875065","1.2889593578875065","1.2889593578875065","818.1499830037355","818.1499830037355","818.1499830037355","1.482624638825655","1.482624638825655","1.482624638825655","1.2402319349348545","1.2402319349348545","1.2402319349348545","5.22698549926281","5.22698549926281","5.22698549926281"
"40","3.4106963984668255","3.4106963984668255","3.4106963984668255","2.108179334551096","2.108179334551096","2.108179334551096","3.0875442437827587","3.0875442437827587","3.0875442437827587","1.327611144632101","1.327611144632101","1.327611144632101","3.30170613899827","3.30170613899827","3.30170613899827","1.2651963774114847","1.2651963774114847","1.2651963774114847","14.420801304280758","14.420801304280758","14.420801304280758","1.363096185028553","1.363096185028553","1.363096185028553","1.2355868127197027","1.2355868127197027","1.2355868127197027","3.267093826085329","3.267093826085329","3.267093826085329"
"41","2.0098122507333755","2.0098122507333755","2.0098122507333755","2.079356364905834","2.079356364905834","2.079356364905834","2.426227528601885","2.426227528601885","2.426227528601885","1.2003471497446299","1.2003471497446299","1.2003471497446299","5.169047746807337","5.169047746807337","5.169047746807337","1.3477733731269836","1.3477733731269836","1.3477733731269836","59.57313843071461","59.57313843071461","59.57313843071461","1.4685036903247237","1.4685036903247237","1.4685036903247237","1.222311656922102","1.222311656922102","1.222311656922102","3.969437886029482","3.969437886029482","3.969437886029482"
"42","5.319856036454439","5.319856036454439","5.319856036454439","1.9729396142065525","1.9729396142065525","1.9729396142065525","2.481463450938463","2.481463450938463","2.481463450938463","1.3353622918948531","1.3353622918948531","1.3353622918948531","2.708504769951105","2.708504769951105","2.708504769951105","1.2378266081213951","1.2378266081213951","1.2378266081213951","4264.828846082091","4264.828846082091","4264.828846082091","1.3592013325542212","1.3592013325542212","1.3592013325542212","1.2498235944658518","1.2498235944658518","1.2498235944658518","2.333533525466919","2.333533525466919","2.333533525466919"
"43","2.1365849375724792","2.1365849375724792","2.1365849375724792","2.22121611982584","2.22121611982584","2.22121611982584","2.3746092468500137","2.3746092468500137","2.3746092468500137","1.350505081936717","1.350505081936717","1.350505081936717","3.2246286273002625","3.2246286273002625","3.2246286273002625","1.2897172942757607","1.2897172942757607","1.2897172942757607","828.9610178135335","828.9610178135335","828.9610178135335","1.4566113939508796","1.4566113939508796","1.4566113939508796","1.2277470212429762","1.2277470212429762","1.2277470212429762","2.565388236194849","2.565388236194849","2.565388236194849"
"44","2.616485644131899","2.616485644131899","2.616485644131899","2.0917066670954227","2.0917066670954227","2.0917066670954227","2.4418901950120926","2.4418901950120926","2.4418901950120926","1.3799902312457561","1.3799902312457561","1.3799902312457561","4.552879091352224","4.552879091352224","4.552879091352224","1.2846538852900267","1.2846538852900267","1.2846538852900267","19.40339832007885","19.40339832007885","19.40339832007885","1.3211486572399735","1.3211486572399735","1.3211486572399735","1.1936808787286282","1.1936808787286282","1.1936808787286282","3.356241498142481","3.356241498142481","3.356241498142481"
"45","1.5623703710734844","1.5623703710734844","1.5623703710734844","2.237656619399786","2.237656619399786","2.237656619399786","2.406676046550274","2.406676046550274","2.406676046550274","1.27295745536685","1.27295745536685","1.27295745536685","5.405226208269596","5.405226208269596","5.405226208269596","1.2776495199650526","1.2776495199650526","1.2776495199650526","31.588793471455574","31.588793471455574","31.588793471455574","1.5209214016795158","1.5209214016795158","1.5209214016795158","1.3105487432330847","1.3105487432330847","1.3105487432330847","3.20071043074131","3.20071043074131","3.20071043074131"
