Step,20260114_143335_frozen_lake_no_replay_step,20260115_193211_traj_per,20260119_204444_step_per_nstep,20260119_223447_step_reward_fresh_nstep,20260120_142505_traj_reward_fresh,20260122_145133_step_baseline,20260122_145417_traj_baseline,20260122_150106_traj_per,20260123_164415_step_per,20260123_164201_step_baseline,20260124_155601_step_per,20260124_160415_step_reward_fresh,20260126_050125_step_reward_fresh,20260126_202655_traj_baseline,20260127_215523_traj_reward_fresh,20260128_181929_traj_reward_fresh_configA,20260128_184656_step_reward_fresh_configA,20260129_160515_traj_reward_fresh_configA,20260130_034120_step_reward_fresh_configA,20260130_040529_traj_reward_fresh_configA,20260130_040641_traj_reward_fresh,20260130_045910_step_reward_fresh,20260131_155911_traj_reward_fresh_configA,20260131_155522_traj_reward_fresh,20260131_160100_step_reward_fresh,20260131_160147_step_reward_fresh_configA,20260201_191332_traj_reward_fresh,20260201_191930_traj_reward_fresh_configA_IS,20260203_141744_traj_reward_fresh,20260203_144832_traj_reward_fresh_configA,20260203_145221_traj_reward_fresh_configA_age1000,20260203_145728_traj_reward_fresh_configA_age1500
100,,,853.525146484375,83.41758728027344,0,81.01068687438965,5.913004398345947,0.0,,30.31217231750488,1.7608836889266968,4.022939682006836,,49.96855545043945,142.378173828125,0.0,0.0,0.0,0.0,0.0,,,0.0,157.4287109375,257.3071594238281,0,172.04623413085938,0.0,39.20781326293945,0.0,0.0,0.0
110,,,1702.7476806640625,76.9513168334961,0,10.6948881149292,12.190587043762207,0.0,,37.434251403808595,4.32539176940918,12.509862899780273,,101.92826080322266,210.12757873535156,0.0,0.0,0.0,0.0,0.0,,,0.0,136.54754638671875,40.00303649902344,0,120.26505279541016,0.0,53.224388122558594,0.0,0.0,0.0
120,,,405.8269958496094,93.2693099975586,0,15.420617739359537,9.822037696838379,0.0,,27.351185480753582,2.976200819015503,2.352360248565674,,141.77828979492188,178.57705688476562,0.0,0.0,0.0,0.0,0.0,,,0.0,139.0004425048828,90.49640655517578,0,226.5858154296875,0.0,41.12895965576172,0.0,0.0,0.0
130,,,106.47062683105469,133.16795349121094,0,111.92314275105794,5.507797718048096,0.0,,20.825751495361327,1.6308051347732544,2.5425326824188232,,65.6849594116211,126.71055603027344,0.0,0.0,0.0,0.0,0.0,,,0.0,193.60641479492188,210.8011932373047,0,160.70516967773438,0.0,89.76708221435547,0.0,0.0,0.0
140,,,59.36343002319336,92.80598449707031,0,27.042157581874303,8.059531211853027,0.0,,60.9921157836914,1.7947460412979126,1.7289977073669434,,84.09235382080078,157.67881774902344,0.0,0.0,0.0,404048.40625,0.0,,,0.0,171.12274169921875,183.58653259277344,0,129.81971740722656,0.0,57.5059700012207,0.0,0.0,0.0
150,,,0.0,114.84835815429688,0,16.414510091145832,0.0,0.0,,123.48989709218343,1.8322654962539673,0.9683577418327332,,196.183349609375,152.55801391601562,0.0,0.0,0.0,0.0,0.0,,,0.0,92.03740692138672,79.91438293457031,0,130.97731018066406,0.0,54.213069915771484,0.0,0.0,0.0
160,,,0.0,154.34312438964844,0,5.020538597766842,7.380807399749756,0.0,,38.17825651168823,1.9868104457855225,0.7201084494590759,,122.24229431152344,119.04241180419922,0.0,0.0,0.0,0.0,0.0,,,0.0,218.23226928710938,165.26292419433594,0,179.79710388183594,0.0,72.37821960449219,0.0,0.0,0.0
170,,,0.0,195.35865783691406,0,19.15362003871373,5.5042524337768555,0.0,,34.64657608668009,3.1844141483306885,2.5979723930358887,,177.50506591796875,154.6802520751953,0.0,0.0,0.0,0.0,0.0,,,0.0,112.91497802734375,136.2963104248047,0,137.53671264648438,0.0,97.87084197998047,0.0,0.0,0.0
180,,,0.0,171.46340942382812,0,3.6956308909824918,6.005669593811035,0.0,,26.772253036499023,1.7720937728881836,3.7086801528930664,,105.53079223632812,190.80650329589844,0.0,0.0,0.0,0.0,0.0,,,0.0,127.84467315673828,130.46859741210938,0,237.08038330078125,0.0,104.25836181640625,0.0,0.0,0.0
190,,,0.0,206.9217529296875,0,12.404114215501718,6.248720645904541,0.0,,53.98636054992676,2.486790657043457,4.143286228179932,,137.47637939453125,161.11007690429688,0.0,0.0,0.0,0.0,0.0,,,0.0,127.56490325927734,75.73641204833984,0,167.19679260253906,0.0,63.035011291503906,0.0,0.0,0.0
200,,,0.0,176.88079833984375,0,14.695675655135087,7.237897872924805,0.0,,132.85440826416016,2.5666024684906006,5.765565872192383,,173.32659912109375,181.61387634277344,0.0,0.0,0.0,0.0,0.0,,,0.0,183.4767303466797,109.16865539550781,0,153.79981994628906,0.0,83.6878662109375,0.0,0.0,0.0
210,,,0.0,182.8085479736328,0,8.068064280918666,9.002887725830078,0.0,,67.64541244506836,4.334680557250977,4.6883063316345215,,203.91680908203125,136.18893432617188,0.0,0.0,0.0,0.0,0.0,,,0.0,149.57359313964844,127.2220687866211,0,132.93548583984375,0.0,38.806121826171875,0.0,0.0,0.0
220,,,0.0,208.3080596923828,0,14.15780884878976,0.0,0.0,,47.69276809692383,1.9922795295715332,1.8253165483474731,,103.22177124023438,210.7220001220703,,0.0,0.0,0.0,0.0,,,0.0,140.0377655029297,118.29142761230469,0,140.71437072753906,0.0,88.40506744384766,0.0,0.0,0.0
230,,,0.0,250.44879150390625,0,3.13216083496809,0.0,0.0,,58.79231929779053,2.68744158744812,2.805140256881714,,129.08035278320312,114.74271392822266,,0.0,0.0,0.0,0.0,,,0.0,166.14013671875,197.6583709716797,0,272.1127014160156,0.0,80.23102569580078,0.0,0.0,0.0
240,,,0.0,236.88731384277344,0,23.858137766520183,0.0,0.0,,78.74051189422607,2.7930333614349365,1.8019342422485352,,170.79347229003906,167.0522003173828,,0.0,0.0,0.0,0.0,,,0.0,233.13320922851562,256.7118225097656,0,73.14285278320312,0.0,75.97567749023438,0.0,0.0,0.0
250,,,0.0,242.29202270507812,0,45.79963073730469,0.0,0.0,,72.97342109680176,3.651747703552246,1.8091707229614258,,285.64697265625,179.02439880371094,,0.0,0.0,0.0,0.0,,,0.0,255.23831176757812,266.3807373046875,0,160.82273864746094,0.0,38.457645416259766,0.0,0.0,0.0
260,,,0.0,181.64578247070312,0,77.7599573135376,21.572664260864258,0.0,,79.15139198303223,4.859537601470947,2.158384323120117,,110.84586334228516,83.35331726074219,,0.0,0.0,0.0,0.0,,,0.0,149.71156311035156,233.58421325683594,0,238.86070251464844,0.0,49.2129020690918,0.0,0.0,0.0
270,,,0.0,335.2052001953125,0,85.8848777770996,7.960359573364258,0.0,,65.05502414703369,6.400592803955078,2.4519689083099365,,199.085205078125,143.95242309570312,,,0.0,0.0,0.0,,,0.0,185.14637756347656,236.85830688476562,0,156.6722412109375,0.0,105.86605072021484,0.0,0.0,0.0
280,,,0.0,701.5008544921875,0,111.75069580078124,4.661890029907227,0.0,,83.58274936676025,5.350487232208252,4.8549418449401855,,181.60125732421875,134.82664489746094,,,0.0,0.0,0.0,,,0.0,109.64236450195312,262.2411193847656,0,93.29935455322266,0.0,66.21993255615234,0.0,0.0,0.0
290,,,0.0,194.8555450439453,0,1441.5843414306642,5.352709770202637,0.0,,112.052077293396,8.187987327575684,13.77694320678711,,151.32505798339844,85.0434341430664,,,0.0,0.0,0.0,,,0.0,141.7045135498047,214.96730041503906,0,164.74085998535156,0.0,31.172739028930664,0.0,0.0,0.0
300,,,0.0,185257888.0,0,966.7598022460937,8.300869941711426,0.0,,46.42531108856201,4.419976711273193,4.875524997711182,,287.0353698730469,170.9013214111328,,,0.0,0.0,0.0,,,0.0,140.31317138671875,176.25314331054688,0,112.72908020019531,0.0,84.81813049316406,0.0,0.0,0.0
310,,,0.0,2013300480.0,0,2504.866366068522,3.300703525543213,0.0,,298.43454895019534,2.377431631088257,2.4794304370880127,,230.79518127441406,209.10894775390625,,,0.0,0.0,0.0,,,0.0,121.33881378173828,453.2088928222656,0,117.30797576904297,0.0,93.52210998535156,0.0,0.0,0.0
320,,,0.0,587524160.0,0,,6.981243133544922,0.0,,1125.5685749053955,0.694474458694458,2.6527047157287598,,236.3457794189453,114.16194152832031,,,0.0,0.0,0.0,,,0.0,186.81072998046875,308.2586364746094,0,181.3721466064453,0.0,48.613075256347656,0.0,0.0,0.0
330,,,0.0,18580875264.0,0,,9.206467628479004,0.0,,70.09011116027833,0.025765279307961464,2.5468966960906982,,164.2191162109375,138.19419860839844,,,0.0,0.0,0.0,,,0.0,138.820556640625,370.2566833496094,0,83.408935546875,0.0,38.12503433227539,0.0,0.0,0.0
340,,,0.0,4252717547520.0,0,,4.718750953674316,0.0,,277.7037982940674,0.04994902014732361,1.2137161493301392,,207.5664520263672,146.6212615966797,,,0.0,0.0,0.0,,,0.0,96.19561004638672,379.3556213378906,0,64.6732406616211,0.0,201.71795654296875,0.0,0.0,0.0
350,,,0.0,942104968691712.0,0,,4.664854526519775,0.0,,NaN,0.04580036178231239,6.257820129394531,,241.74588012695312,93.896728515625,,,0.0,0.0,0.0,,,0.0,78.54903411865234,391.34130859375,0,105.0361099243164,0.0,60.25349426269531,0.0,0.0,0.0
360,,,0.0,NaN,0,,13.364999771118164,0.0,,NaN,0.025099216029047966,17.917810440063477,,241.5533905029297,97.9826431274414,,,0.0,0.0,0.0,,,0.0,53.15394592285156,619.2927856445312,0,63.49314880371094,0.0,119.63025665283203,0.0,0.0,0.0
370,,,0.0,NaN,0,,5.504365921020508,0.0,,NaN,0.013667608611285686,19.244436264038086,,216.32095336914062,120.39766693115234,,,0.0,,0.0,,,0.0,45.58989334106445,403.53021240234375,0,62.454036712646484,0.0,109.12141418457031,0.0,0.0,0.0
380,,,0.0,NaN,0,,3.5296990871429443,0.0,,NaN,,1.6275588274002075,,270.90557861328125,153.93885803222656,,,0.0,,0.0,,,0.0,87.83875274658203,496.83251953125,0,193.29013061523438,0.0,42.05373001098633,0.0,0.0,0.0
390,,,0.0,NaN,0,,5.000972270965576,0.0,,NaN,,2.7723302841186523,,186.65771484375,72.66051483154297,,,0.0,,0.0,,,0.0,125.26946258544922,325.86651611328125,0,200.6676025390625,0.0,110.55431365966797,0.0,0.0,0.0
